Dgraph Name,Reason 1,Reason 2,Reason 3,Reason 4,New Name,Comment
DBA.WTUR.P25KE.WGEN.FrontBrgTmpHiWrn.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.FrontBrgTmpHiWrn.stVal,
DBA.WTUR.P25KE.WGEN.GnClAlm.stVal,Missing String,stVal update,,,DBA.WTUR.StringK.P25KE.WGEN.GnClAlm.st.stVal,
DBA.WTUR.StringK.P25KE.WGEN.GnClAlm.stVal,stVal update,,,,DBA.WTUR.StringK.P25KE.WGEN.GnClAlm.st.stVal,
DBA.WTUR.P25KE.WGEN.GnClStFbk.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.GnClStFbk.stVal,
DBA.WTUR.P25KE.WGEN.GnMagnetTmpHiHiAlm.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.GnMagnetTmpHiHiAlm.stVal,
DBA.WTUR.P25KE.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,
DBA.WTUR.P25KE.WGEN.GnMagnetTmpHiWrn.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.GnMagnetTmpHiWrn.stVal,
DBA.WTUR.P25KE.WGEN.GnMagnetTmpParityErr.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.GnMagnetTmpParityErr.stVal,
DBA.WTUR.P25KE.WGEN.LubCycNum.actVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.LubCycNum.actVal,
DBA.WTUR.P25KE.WGEN.LubPrecPresAchievementFltNum.actVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.LubPrecPresAchievementFltNum.actVal,
DBA.WTUR.P25KE.WGEN.LubPresDropOffNum.actVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.LubPresDropOffNum.actVal,
DBA.WTUR.P25KE.WGEN.RearBrgTmpHiHiAlm.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.RearBrgTmpHiHiAlm.stVal,
DBA.WTUR.P25KE.WGEN.RearBrgTmpHiWrn.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.RearBrgTmpHiWrn.stVal,
DBA.WTUR.P25KE.WGEN.RsCmdSCADAHMI.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.RsCmdSCADAHMI.stVal,
DBA.WTUR.P25KE.WGEN.StopCmdSCADAHMI.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.StopCmdSCADAHMI.stVal,
DBA.WTUR.P25KE.WGEN.StrCmdSCADAHMI.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.StrCmdSCADAHMI.stVal,
DBA.WTUR.P25KE.WGEN.SttTmp1.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp1.mag,
DBA.WTUR.P25KE.WGEN.SttTmp2.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp2.mag,
DBA.WTUR.P25KE.WGEN.SttTmp3.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp3.mag,
DBA.WTUR.P25KE.WGEN.SttTmp4.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp4.mag,
DBA.WTUR.P25KE.WGEN.SttTmp5.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp5.mag,
DBA.WTUR.P25KE.WGEN.SttTmp6.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp6.mag,
DBA.WTUR.P25KE.WGEN.SttTmp7.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp7.mag,
DBA.WTUR.P25KE.WGEN.SttTmp8.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.SttTmp8.mag,
DBA.WTUR.P25KE.WGEN.TurManStopCode.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.TurManStopCode.stVal,
DBA.WTUR.P25KE.WGEN.TurManStopSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.TurManStopSt.stVal,
DBA.WTUR.P25KE.WGEN.TurSupAuxGn.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.TurSupAuxGn.stVal,
DBA.WTUR.P25KE.WGEN.TurSupAuxTrf.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.TurSupAuxTrf.stVal,
DBA.WTUR.P25KE.WGEN.TurSupSvcTrf.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.TurSupSvcTrf.stVal,
DBA.WTUR.P25KE.WGEN.TurSupUps.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.TurSupUps.stVal,
DBA.WTUR.P25KE.WGEN.VFD1AvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD1AvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD1NoAvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD1NoAvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD1OffSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD1OffSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD1OnSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD1OnSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD3AvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD3AvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD3NoAvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD3NoAvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD3OffSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD3OffSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD3OnSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD3OnSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD5AvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD5AvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD5NoAvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD5NoAvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD5OffSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD5OffSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD5OnSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD5OnSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD7AvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD7AvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD7NoAvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD7NoAvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD7OffSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD7OffSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD7OnSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD7OnSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD9AvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD9AvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD9NoAvlSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD9NoAvlSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD9OffSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD9OffSt.stVal,
DBA.WTUR.P25KE.WGEN.VFD9OnSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.VFD9OnSt.stVal,
DBA.WTUR.P25KE.WGEN.WndTmpHiHiAlm.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.WndTmpHiHiAlm.stVal,
DBA.WTUR.P25KE.WGEN.WndTmpHiHiFastExceedanceAlm.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.WndTmpHiHiFastExceedanceAlm.stVal,
DBA.WTUR.P25KE.WGEN.WndTmpHiWrn.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WGEN.WndTmpHiWrn.stVal,
DBA.WTUR.P25KE.WMET.EnvHum.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WMET.EnvHum.mag,
DBA.WTUR.P25KE.WMET.EnvTmp.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WMET.EnvTmp.mag,
DBA.WTUR.P25KE.WMET.HorWdSpd1.mag,Missing String,WindSpeedChange,,,DBA.WTUR.StringK.P25KE.WMET.WdSpd1.mag,
DBA.WTUR.StringK.P25KE.WMET.HorWdSpd1.mag,WindSpeedChange,,,,DBA.WTUR.StringK.P25KE.WMET.WdSpd1.mag,
DBA.WTUR.P25KE.WMET.HorWdSpd2.mag,Missing String,WindSpeedChange,,,DBA.WTUR.StringK.P25KE.WMET.WdSpd2.mag,
DBA.WTUR.StringK.P25KE.WMET.HorWdSpd2.mag,WindSpeedChange,,,,DBA.WTUR.StringK.P25KE.WMET.WdSpd2.mag,
DBA.WTUR.P25KE.WMET.WndSpdLoLo.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WMET.WndSpdLoLo.stVal,
DBA.WTUR.P25KE.WNAC.Fan1FltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WNAC.Fan1FltSt.stVal,
DBA.WTUR.P25KE.WNAC.Fan2FltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WNAC.Fan2FltSt.stVal,
DBA.WTUR.P25KE.WNAC.IntnTmp.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WNAC.IntnTmp.mag,
DBA.WTUR.P25KE.WNAC.NacSt.stVal,Missing String,Nac to Nacelle,StVal update,,DBA.WTUR.StringK.P25KE.WNAC.NacelleSt.st.stVal,
DBA.WTUR.StringK.P25KE.WNAC.NacSt.st.stVal,Nac to Nacelle,,,,DBA.WTUR.StringK.P25KE.WNAC.NacelleSt.st.stVal,
DBA.WTUR.StringK.P25KE.WNAC.NacSt.stVal,Nac to Nacelle,StVal update,,,DBA.WTUR.StringK.P25KE.WNAC.NacelleSt.st.stVal,
DBA.WTUR.P25KE.WNAC.PosOkSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WNAC.PosOkSt.stVal,
DBA.WTUR.P25KE.WROT.BlPthAngTgt1.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthAngTgt1.mag,
DBA.WTUR.P25KE.WROT.BlPthAngTgt2.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthAngTgt2.mag,
DBA.WTUR.P25KE.WROT.BlPthAngTgt3.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthAngTgt3.mag,
DBA.WTUR.P25KE.WROT.BlPthHyOilTmp.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthHyOilTmp.mag,
DBA.WTUR.P25KE.WROT.BlPthHyPres.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthHyPres.mag,
DBA.WTUR.P25KE.WROT.BlPthMotPos1.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthMotPos1.mag,
DBA.WTUR.P25KE.WROT.BlPthMotPos2.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthMotPos2.mag,
DBA.WTUR.P25KE.WROT.BlPthMotPos3.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BlPthMotPos3.mag,
DBA.WTUR.P25KE.WROT.BMSOutFrzCode.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BMSOutFrzCode.stVal,
DBA.WTUR.P25KE.WROT.BMSOutRngCode.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.BMSOutRngCode.stVal,
DBA.WTUR.P25KE.WROT.EncoderDtcDriftSt.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.EncoderDtcDriftSt.mag,
DBA.WTUR.P25KE.WROT.HubFanFltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.HubFanFltSt.stVal,
DBA.WTUR.P25KE.WROT.HubHum.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.HubHum.mag,
DBA.WTUR.P25KE.WROT.HubTmp.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.HubTmp.mag,
DBA.WTUR.P25KE.WROT.HubTmpCtlHi.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.HubTmpCtlHi.stVal,
DBA.WTUR.P25KE.WROT.ReHBBCBCnt.actVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.ReHBBCBCnt.actVal,
DBA.WTUR.P25KE.WROT.RotAziAng.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.RotAziAng.mag,
DBA.WTUR.P25KE.WROT.RotLkd.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.RotLkd.stVal,
DBA.WTUR.P25KE.WROT.RotSpd.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.RotSpd.mag,
DBA.WTUR.P25KE.WROT.RotSt.st.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WROT.RotSt.st.stVal,
DBA.WTUR.P25KE.WTOW.CWO1PwrHi.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.CWO1PwrHi.stVal,
DBA.WTUR.P25KE.WTOW.CWO2PwrHi.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.CWO2PwrHi.stVal,
DBA.WTUR.P25KE.WTOW.Dehum1CBPos.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.Dehum1CBPos.stVal,
DBA.WTUR.P25KE.WTOW.Dehum2CBPos.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.Dehum2CBPos.stVal,
DBA.WTUR.P25KE.WTOW.FanFltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.FanFltSt.stVal,
DBA.WTUR.P25KE.WTOW.PwrSupReDehum1CBCnt.actVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.PwrSupReDehum1CBCnt.actVal,
DBA.WTUR.P25KE.WTOW.PwrSupReDehum1CBFltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.PwrSupReDehum1CBFltSt.stVal,
DBA.WTUR.P25KE.WTOW.PwrSupReDehum2CBCnt.actVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.PwrSupReDehum2CBCnt.actVal,
DBA.WTUR.P25KE.WTOW.PwrSupReDehum2CBFltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTOW.PwrSupReDehum2CBFltSt.stVal,
DBA.WTUR.P25KE.WTRF.Fan1FltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTRF.Fan1FltSt.stVal,
DBA.WTUR.P25KE.WTRF.Fan2FltSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTRF.Fan2FltSt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.ActAlm.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.ActAlm.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.Alm1RelaySt.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.Alm1RelaySt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.Alm2RelaySt.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.Alm2RelaySt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.Alm3RelaySt.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.Alm3RelaySt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.Alm4RelaySt.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.Alm4RelaySt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.BatLev.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.BatLev.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.BatLevLo.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.BatLevLo.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.BatLevLoLo.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.BatLevLoLo.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2O.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2O.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OHly.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OHly.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OHlyHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OHlyHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OHlyHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OHlyHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2Oppm.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2Oppm.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OppmHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OppmHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OppmHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OppmHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OppmHly.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OppmHly.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OppmHlyHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OppmHlyHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OppmHlyHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OppmHlyHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OTmp.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OTmp.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OTmpHly.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OTmpHly.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.Lev.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.Lev.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevDly.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevDly.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevDlyHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevDlyHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevDlyHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevDlyHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevHly.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevHly.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevHlyHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevHlyHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.LevHlyHiHi.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.LevHlyHiHi.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.ReplaceSnNowAlm.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.ReplaceSnNowAlm.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.ReplaceSnSoonAlm.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.ReplaceSnSoonAlm.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.SysFltAlm.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.SysFltAlm.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.SysOkRelaySt.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.SysOkRelaySt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.SysSt.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.SysSt.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.Tmp.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.Tmp.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.UnAckAlm.stVal,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.UnAckAlm.stVal,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.VAr.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.VAr.mag,
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.W.mag,Missing String,Hydran Fix,,,DBA.WTUR.StringK.P25KE.WTRF.Hydran.W.mag,
DBA.WTUR.P25KE.WTRF.OilPmpOpTmh.tmsVal.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTRF.OilPmpOpTmh.tmsVal.stVal,
DBA.WTUR.P25KE.WTRF.SafCritAlm.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTRF.SafCritAlm.stVal,
DBA.WTUR.P25KE.WTRF.TmpCtlHi.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTRF.TmpCtlHi.stVal,
DBA.WTUR.P25KE.WTRF.TrfOilTmp.mag,Missing String,,,,DBA.WTUR.StringK.P25KE.WTRF.TrfOilTmp.mag,
DBA.WTUR.P25KE.WTUR.AirConditionAlm.stVal,Missing String,stVal update,,,DBA.WTUR.StringK.P25KE.WTUR.AirConditionAlm.st.stVal,
DBA.WTUR.StringK.P25KE.WTUR.AirConditionAlm.stVal,stVal update,,,,DBA.WTUR.StringK.P25KE.WTUR.AirConditionAlm.st.stVal,
DBA.WTUR.P25KE.WTUR.AirConditionSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.AirConditionSt.stVal,
DBA.WTUR.P25KE.WTUR.CtlBrkProcedureActSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.CtlBrkProcedureActSt.stVal,
DBA.WTUR.P25KE.WTUR.CtlBrkProcedureAlmSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.CtlBrkProcedureAlmSt.stVal,
DBA.WTUR.P25KE.WTUR.DieselGnOnSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.DieselGnOnSt.stVal,
DBA.WTUR.P25KE.WTUR.DmdVArh.actVal,mag instead of actVal,,,,DBA.WTUR.StringK.P25KE.WTUR.DmdVArh.mag,
DBA.WTUR.StringK.P25KE.WTUR.DmdVArh.actVal,Missing String,mag instead of actVal,,,DBA.WTUR.StringK.P25KE.WTUR.DmdVArh.mag,
DBA.WTUR.P25KE.WTUR.DmdWh.actVal,Missing String,mag instead of actVal,,,DBA.WTUR.StringK.P25KE.WTUR.DmdWh.mag,
DBA.WTUR.StringK.P25KE.WTUR.DmdWh.actVal,mag instead of actVal,,,,DBA.WTUR.StringK.P25KE.WTUR.DmdWh.mag,
DBA.WTUR.P25KE.WTUR.ElectricalProtSysAlm.stVal,Missing String,stVal update,,,DBA.WTUR.StringK.P25KE.WTUR.ElectricalProtSysAlm.st.stVal,
DBA.WTUR.StringK.P25KE.WTUR.ElectricalProtSysAlm.stVal,stVal update,,,,DBA.WTUR.StringK.P25KE.WTUR.ElectricalProtSysAlm.st.stVal,
DBA.WTUR.P25KE.WTUR.EmgStopSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.EmgStopSt.stVal,
DBA.WTUR.P25KE.WTUR.ExtPwrLimSetSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.ExtPwrLimSetSt.stVal,
DBA.WTUR.P25KE.WTUR.GenSafLinSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.GenSafLinSt.stVal,
DBA.WTUR.P25KE.WTUR.GriCut.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.GriCut.stVal,
DBA.WTUR.P25KE.WTUR.GriCutDscon.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.GriCutDscon.stVal,
DBA.WTUR.P25KE.WTUR.GriCutNoOk.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.GriCutNoOk.stVal,
DBA.WTUR.P25KE.WTUR.GriLosDtcSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.GriLosDtcSt.stVal,
DBA.WTUR.P25KE.WTUR.HMISoftwareVersionDigit1.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.HMISoftwareVersionDigit1.stVal,
DBA.WTUR.P25KE.WTUR.HMISoftwareVersionDigit2.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.HMISoftwareVersionDigit2.stVal,
DBA.WTUR.P25KE.WTUR.HMISoftwareVersionDigit3.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.HMISoftwareVersionDigit3.stVal,
DBA.WTUR.P25KE.WTUR.HMISoftwareVersionDigit4.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.HMISoftwareVersionDigit4.stVal,
DBA.WTUR.P25KE.WTUR.IntnPwrLimSetSt.stVal,Missing String,,,,DBA.WTUR.StringK.P25KE.WTUR.IntnPwrLimSetSt.stVal,
DBA.WTUR.P25KE.WTUR.Lev1OpModSt.stVal,Missing String,stVal update,,,DBA.WTUR.StringK.P25KE.WTUR.Lev1OpModSt.st.stVal,
