Dgraph Name,New Name
DBA.WTUR.P03ED.WTRF.P03ED_Hydran.H2O.mag,DBA.WTUR.StringE.P03ED.WTRF.Hydran.H2O.mag
DBA.WTUR.P39QF.WGEN.VFD5NoAvlSt.stVal,DBA.WTUR.StringQ.P39QF.WGEN.VFD5NoAvlSt.stVal
DBA.WTUR.B06AA.WGEN.ClSt.st.stVal,DBA.WTUR.StringA.B06AA.WGEN.ClSt.st.stVal
DBA.WTUR.D01ME.WGEN.ColCdsWrn.stVal,DBA.WTUR.StringM.D01ME.WGEN.ColCdsWrn.stVal
DBA.WTUR.J01JC.WGEN.StopCmdSCADAHMI.stVal,DBA.WTUR.StringJ.J01JC.WGEN.StopCmdSCADAHMI.stVal
DBA.WTUR.K01HB.WGEN.SttTmp5.mag,DBA.WTUR.StringH.K01HB.WGEN.SttTmp5.mag
DBA.OSP.OFTO.HVAC.66kV.Q20.MSM_BH21.InsLkgRte.mag,DBA.OSP.OFTO.HVAC.66kV.P-80EH511-Q20.MSM_BH21.InsLkgRte.mag
DBA.WTUR.P38PD.WGEN.LubPrecPresAchievementFltNum.actVal,DBA.WTUR.StringP.P38PD.WGEN.LubPrecPresAchievementFltNum.actVal
DBA.WTUR.D07DA.WTUR.CtlBrkProcedureActSt.stVal,DBA.WTUR.StringD.D07DA.WTUR.CtlBrkProcedureActSt.stVal
DBA.WTUR.C08DB.WCNV.GriVAr.mag,DBA.WTUR.StringD.C08DB.WCNV.GriVAr.mag
DBA.WTUR.P20HE.WTRF.P20HE_Hydran.H2OHlyHi.stVal,DBA.WTUR.StringH.P20HE.WTRF.Hydran.H2OHlyHi.stVal
DBA.WTUR.P19HD.WAVL.IanopcaTms.tmsVal.stVal,DBA.WTUR.StringH.P19HD.WAVL.IanopcaTms.tmsVal.stVal
DBA.WTUR.C08DB.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringD.C08DB.WTUR.TurStSCADAM6eWebHMI.st.stVal
DBA.OSP.SAS.System 70.P-70SOP222-002.ISWM.Forward.StatusSignalAlarmHH,DBA.OSP.SAS.System70.P-70SOP222-002.ISWM.Forward.StatusSignalAlarmHH
DBA.WTUR.StringR.B05RC.WMET.HorWdSpd2.mag,DBA.WTUR.StringR.B05RC.WMET.WdSpd2.mag
DBA.OSP.WFO.66kV.M-80EH510-Q04.3_PHS_SYS_MEASUREMENT.A.phsA.cVal.mag,DBA.OSP.WFO.66kV.M-80EH510-Q04.REC670.3_PHS_SYS_MEASUREMENT.A.phsA.cVal.mag
DBA.OSP.SAS.System86.M-86RU001-Q60.HSI.X_Value,DBA.OSP.SAS.System86.M-86RU001-Q60.X.Value
DBA.WTUR.D01ME.WTRF.D01ME_Hydran.H2OppmHlyHiHi.stVal,DBA.WTUR.StringM.D01ME.WTRF.Hydran.H2OppmHlyHiHi.stVal
DBA.WTUR.P28LC.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringL.P28LC.WAVL.IaongtsTms.tmsVal.stVal
DBA.WTUR.StringH.K01HB.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringH.K01HB.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.StringK.P25KE.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringK.P25KE.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.P40QE.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringQ.P40QE.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.H01KB.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringK.H01KB.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.P39QF.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringQ.P39QF.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WFC.BMU1.W_CtrlPwrFrqCurve1HiLim_r32  ,DBA.WFC.BMU1.W_CtrlPwrFrqCurve1HiLim_r32
DBA.WTUR.P26KD.WTRF.P26KD_Hydran.Alm1RelaySt.stVal,DBA.WTUR.StringK.P26KD.WTRF.Hydran.Alm1RelaySt.stVal
DBA.WTUR.P10FD.WGEN.ColCdsWrn.stVal,DBA.WTUR.StringF.P10FD.WGEN.ColCdsWrn.stVal
DBA.WTUR.P10FD.WGEN.SttTmp1.mag,DBA.WTUR.StringF.P10FD.WGEN.SttTmp1.mag
DBA.WTUR.P47AD.WTRF.P47AD_Hydran.H2OTmp.mag,DBA.WTUR.StringA.P47AD.WTRF.Hydran.H2OTmp.mag
DBA.WTUR.P43RF.WGEN.VFD7AvlSt.stVal,DBA.WTUR.StringR.P43RF.WGEN.VFD7AvlSt.stVal
DBA.WTUR.C02PC.WTRF.C02PC_Hydran.UnAckAlm.stVal,DBA.WTUR.StringP.C02PC.WTRF.Hydran.UnAckAlm.stVal
DBA.WTUR.P24KF.WGEN.WndTmpHiHiAlm.stVal,DBA.WTUR.StringK.P24KF.WGEN.WndTmpHiHiAlm.stVal
DBA.WTUR.D06CA.WGEN.VFD1OffSt.stVal,DBA.WTUR.StringC.D06CA.WGEN.VFD1OffSt.stVal
DBA.WTUR.P53CD.WGEN.VFD5OnSt.stVal,DBA.WTUR.StringC.P53CD.WGEN.VFD5OnSt.stVal
DBA.OSP.SAS.System70.P-70YY0200A.BY_,DBA.OSP.SAS.System70.P-70YY0200A.BY
DBA.WTUR.P32MF.WCNV.PmpOpTmh.tmsVal.stVal,DBA.WTUR.StringM.P32MF.WCNV.PmpOpTmh.tmsVal.stVal
DBA.WTUR.P11FE.WROT.BlPthAngTgt3.mag,DBA.WTUR.StringF.P11FE.WROT.BlPthAngTgt3.mag
DBA.WTUR.D02NB.WMET.HorWdSpd1.mag,DBA.WTUR.StringN.D02NB.WMET.WdSpd1.mag
DBA.WTUR.G02KA.WTUR.EmgStopSt.stVal,DBA.WTUR.StringK.G02KA.WTUR.EmgStopSt.stVal
DBA.OCS.OFTO.HVDC.Climate System Valve Hall.C80GA504A_AHURunningIndication.Ind.stVal,DBA.OCS.OFTO.HVDC.ClimateSystemValveHall.C80GA504A_AHURunningIndication.Ind.stVal
DBA.WTUR.P50BD.WTOW.PwrSupReDehum1CBCnt.actVal,DBA.WTUR.StringB.P50BD.WTOW.PwrSupReDehum1CBCnt.actVal
DBA.WTUR.StringQ.P39QF.WGEN.GnClAlm.stVal,DBA.WTUR.StringQ.P39QF.WGEN.GnClAlm.st.stVal
DBA.WTUR.P15GD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringG.P15GD.WTUR.TurStSCADAM6eWebHMI.st.stVal
DBA.WTUR.H01KB.WGEN.RsCmdSCADAHMI.stVal,DBA.WTUR.StringK.H01KB.WGEN.RsCmdSCADAHMI.stVal
DBA.WTUR.P09FC.WAVL.IaogfpTms.tmsVal.stVal,DBA.WTUR.StringF.P09FC.WAVL.IaogfpTms.tmsVal.stVal
DBA.WTUR.D06CA.WAVL.IaongTms.tmsVal.stVal,DBA.WTUR.StringC.D06CA.WAVL.IaongTms.tmsVal.stVal
DBA.WTUR.P49AF.WROT.BlPthAngTgt1.mag,DBA.WTUR.StringA.P49AF.WROT.BlPthAngTgt1.mag
DBA.WTUR.C05RB.WGEN.RearBrgTmpHiWrn.stVal,DBA.WTUR.StringR.C05RB.WGEN.RearBrgTmpHiWrn.stVal
DBA.WTUR.C05RB.WTRF.Fan1FltSt.stVal,DBA.WTUR.StringR.C05RB.WTRF.Fan1FltSt.stVal
DBA.WTUR.P01EF.WGEN.VFD3AvlSt.stVal,DBA.WTUR.StringE.P01EF.WGEN.VFD3AvlSt.stVal
DBA.WTUR.StringD.D07DA.WNAC.NacSt.st.stVal,DBA.WTUR.StringD.D07DA.WNAC.NacelleSt.st.stVal
DBA.WTUR.P03ED.WGEN.SttTmp7.mag,DBA.WTUR.StringE.P03ED.WGEN.SttTmp7.mag
DBA.WTUR.P37PE.WGEN.VFD3OffSt.stVal,DBA.WTUR.StringP.P37PE.WGEN.VFD3OffSt.stVal
DBA.OCS.OFTO.HVDC.OCT.PS766HMIIVP_L1_RemoteTemperaturepositive.TmpSv.instMag.EURange,DBA.OCS.OFTO.HVDC.OCT.PS766HMIIVP_L1_RemoteTemperaturepositive.TmpSv.instMag
DBA.WTUR.P25KE.WROT.RotAziAng.mag,DBA.WTUR.StringK.P25KE.WROT.RotAziAng.mag
DBA.OSP.SAS.System72.P-72AIP131-004.BY_,DBA.OSP.SAS.System72.P-72AIP131-004.BY
DBA.WTUR.P52BF.WTRF.P52BF_Hydran.LevHlyHiHi.stVal,DBA.WTUR.StringB.P52BF.WTRF.Hydran.LevHlyHiHi.stVal
DBA.WTUR.P20HE.WGEN.RearBrgTmpHiWrn.stVal,DBA.WTUR.StringH.P20HE.WGEN.RearBrgTmpHiWrn.stVal
DBA.WTUR.P03ED.WTRF.P03ED_Hydran.SysFltAlm.stVal,DBA.WTUR.StringE.P03ED.WTRF.Hydran.SysFltAlm.stVal
DBA.WTUR.P58DF.WTUR.TurStSCADA.stVal,DBA.WTUR.StringD.P58DF.WTUR.TurStSCADA.st.stVal
DBA.WTUR.P13GB.WGEN.VFD5AvlSt.stVal,DBA.WTUR.StringG.P13GB.WGEN.VFD5AvlSt.stVal
DBA.WTUR.P55CF.WTRF.P55CF_Hydran.H2OHly.mag,DBA.WTUR.StringC.P55CF.WTRF.Hydran.H2OHly.mag
DBA.OSP.OFTO.HVAC.66kV.Q08.MSM_BH53.InsLkgRte.mag,DBA.OSP.OFTO.HVAC.66kV.P-80EH510-Q08.MSM_BH53.InsLkgRte.mag
DBA.WTUR.P24KF.WGEN.VFD1OnSt.stVal,DBA.WTUR.StringK.P24KF.WGEN.VFD1OnSt.stVal
DBA.WTUR.P09FC.WROT.ReHBBCBCnt.actVal,DBA.WTUR.StringF.P09FC.WROT.ReHBBCBCnt.actVal
DBA.WTUR.P48AE.WGEN.VFD7NoAvlSt.stVal,DBA.WTUR.StringA.P48AE.WGEN.VFD7NoAvlSt.stVal
DBA.WTUR.A08CC.WROT.RotSt.st.stVal,DBA.WTUR.StringC.A08CC.WROT.RotSt.st.stVal
DBA.WTUR.E03MB.WGEN.SttTmp2.mag,DBA.WTUR.StringM.E03MB.WGEN.SttTmp2.mag
DBA.WTUR.G03JA.WGEN.SttTmp8.mag,DBA.WTUR.StringJ.G03JA.WGEN.SttTmp8.mag
DBA.WTUR.P15GD.WGEN.WndTmpHiHiFastExceedanceAlm.stVal,DBA.WTUR.StringG.P15GD.WGEN.WndTmpHiHiFastExceedanceAlm.stVal
DBA.WTUR.P21HF.WROT.BlPthHyPres.mag,DBA.WTUR.StringH.P21HF.WROT.BlPthHyPres.mag
DBA.WTUR.P48AE.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringA.P48AE.WAVL.IaongtsTms.tmsVal.stVal
DBA.WTUR.E03MB.WTUR.PwrBckHzOkSt.stVal,DBA.WTUR.StringM.E03MB.WTUR.PwrBckHzOkSt.stVal
DBA.WTUR.G02KA.WTOW.Dehum2CBPos.stVal,DBA.WTUR.StringK.G02KA.WTOW.Dehum2CBPos.stVal
DBA.WTUR.P50BD.WGEN.VFD9OnSt.stVal,DBA.WTUR.StringB.P50BD.WGEN.VFD9OnSt.stVal
DBA.WTUR.C06BA.WTUR.EmgStopSt.stVal,DBA.WTUR.StringB.C06BA.WTUR.EmgStopSt.stVal
DBA.WTUR.P17GF.WGEN.StrCmdSCADAHMI.stVal,DBA.WTUR.StringG.P17GF.WGEN.StrCmdSCADAHMI.stVal
DBA.OSP.SAS.System82.P-82EL100A-A07RDA01-LSL.LSL.Trip_order,DBA.OSP.SAS.System82.P-82EL100A-A07RDA01-MCCB-IB.LSL.Trip_order
DBA.OSP.SAS.System82.P-82EL100A-A09FDA01-LSL.LSL.Trip_order,DBA.OSP.SAS.System82.P-82EL100A-A09FDA01-MCCB-IB.LSL.Trip_order
DBA.WTUR.P46AC.WTRF.P46AC_Hydran.ReplaceSnNowAlm.stVal,DBA.WTUR.StringA.P46AC.WTRF.Hydran.ReplaceSnNowAlm.stVal
DBA.WTUR.P48AE.WTUR.GriLosDtcSt.stVal,DBA.WTUR.StringA.P48AE.WTUR.GriLosDtcSt.stVal
DBA.WTUR.P41QD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringQ.P41QD.WTUR.TurStSCADAM6eWebHMI.st.stVal
DBA.WTUR.F01LA.WGEN.VFD1AvlSt.stVal,DBA.WTUR.StringL.F01LA.WGEN.VFD1AvlSt.stVal
DBA.OSP.SAS.System 72.P-72CRP131-002.HSI.X_Value,DBA.OSP.SAS.System72.P-72CRP131-002.X.Value
DBA.WTUR.E03MB.WGEN.DewPtVal.mag,DBA.WTUR.StringM.E03MB.WGEN.DewPtVal.mag
DBA.WTUR.B04QB.WGEN.VFD9OnSt.stVal,DBA.WTUR.StringQ.B04QB.WGEN.VFD9OnSt.stVal
DBA.WTUR.P58DF.WTUR.HMISoftwareVersionDigit3.stVal,DBA.WTUR.StringD.P58DF.WTUR.HMISoftwareVersionDigit3.stVal
DBA.WTUR.E02MC.WTUR.IntnPwrLimSetSt.stVal,DBA.WTUR.StringM.E02MC.WTUR.IntnPwrLimSetSt.stVal
DBA.WTUR.StringL.G01LB.WNAC.NacSt.stVal,DBA.WTUR.StringL.G01LB.WNAC.NacelleSt.st.stVal
DBA.WTUR.H01KB.WTRF.H01KB_Hydran.LevHlyHiHi.stVal,DBA.WTUR.StringK.H01KB.WTRF.Hydran.LevHlyHiHi.stVal
DBA.WTUR.P05EB.WNAC.Fan1FltSt.stVal,DBA.WTUR.StringE.P05EB.WNAC.Fan1FltSt.stVal
DBA.WTUR.D01ME.WTRF.D01ME_Hydran.H2OppmHi.stVal,DBA.WTUR.StringM.D01ME.WTRF.Hydran.H2OppmHi.stVal
DBA.WTUR.P37PE.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringP.P37PE.WTUR.AirConditionAlm.st.stVal
DBA.WTUR.P13GB.WCNV.TmpCtlHi.stVal,DBA.WTUR.StringG.P13GB.WCNV.TmpCtlHi.stVal
DBA.WTUR.StringB.P52BF.WTUR.TurStSCADANamOn.stVal,DBA.WTUR.StringB.P52BF.WTUR.TurStSCADANamOn.st.stVal
DBA.WTUR.P11FE.WTRF.P11FE_Hydran.W.mag,DBA.WTUR.StringF.P11FE.WTRF.Hydran.W.mag
DBA.WTUR.P54CE.WROT.RotSt.st.stVal,DBA.WTUR.StringC.P54CE.WROT.RotSt.st.stVal
DBA.WTUR.P21HF.WTRF.P21HF_Hydran.BatLevLo.stVal,DBA.WTUR.StringH.P21HF.WTRF.Hydran.BatLevLo.stVal
DBA.WTUR.StringL.P30LE.WGEN.GnClAlm.stVal,DBA.WTUR.StringL.P30LE.WGEN.GnClAlm.st.stVal
DBA.WTUR.P52BF.WTRF.P52BF_Hydran.Alm1RelaySt.stVal,DBA.WTUR.StringB.P52BF.WTRF.Hydran.Alm1RelaySt.stVal
DBA.WTUR.G02KA.WTOW.CWO2PwrHi.stVal,DBA.WTUR.StringK.G02KA.WTOW.CWO2PwrHi.stVal
DBA.WTUR.E02MC.WAVL.IaogfpTms.tmsVal.stVal,DBA.WTUR.StringM.E02MC.WAVL.IaogfpTms.tmsVal.stVal
DBA.WTUR.P08FB.WGEN.VFD5NoAvlSt.stVal,DBA.WTUR.StringF.P08FB.WGEN.VFD5NoAvlSt.stVal
DBA.WTUR.P47AD.WAVL.IaogfpTms.tmsVal.stVal,DBA.WTUR.StringA.P47AD.WAVL.IaogfpTms.tmsVal.stVal
DBA.WTUR.P56DD.WAVL.IaogppExtTms.tmsVal.stVal,DBA.WTUR.StringD.P56DD.WAVL.IaogppExtTms.tmsVal.stVal
DBA.WTUR.P35ND.WGEN.VFD5OnSt.stVal,DBA.WTUR.StringN.P35ND.WGEN.VFD5OnSt.stVal
DBA.WTUR.StringK.G02KA.WNAC.NacSt.st.stVal,DBA.WTUR.StringK.G02KA.WNAC.NacelleSt.st.stVal
DBA.WTUR.E03MB.WGEN.SttTmp3.mag,DBA.WTUR.StringM.E03MB.WGEN.SttTmp3.mag
DBA.WTUR.K01HB.WMET.EnvHum.mag,DBA.WTUR.StringH.K01HB.WMET.EnvHum.mag
DBA.WTUR.P20HE.WTRF.Fan2FltSt.stVal,DBA.WTUR.StringH.P20HE.WTRF.Fan2FltSt.stVal
DBA.WTUR.B06AA.WYAW.YwEncPos.mag,DBA.WTUR.StringA.B06AA.WYAW.YwEncPos.mag
DBA.OCS.OFTO.HVDC.Valve Cooling.FANSEQ8.Ind.stVal,DBA.OCS.OFTO.HVDC.ValveCooling.FANSEQ8.Ind.stVal
DBA.WTUR.P15GD.WGEN.VFD1OffSt.stVal,DBA.WTUR.StringG.P15GD.WGEN.VFD1OffSt.stVal
DBA.WTUR.P34NE.WGEN.TurSupAuxGn.stVal,DBA.WTUR.StringN.P34NE.WGEN.TurSupAuxGn.stVal
DBA.WTUR.F01LA.WTUR.CtlBrkProcedureActSt.stVal,DBA.WTUR.StringL.F01LA.WTUR.CtlBrkProcedureActSt.stVal
DBA.OSP.SAS.System85.P-85ER002B-U34C.HSI.X_Value,DBA.OSP.SAS.System85.P-85ER002B-U34C.X.Value
DBA.WTUR.P15GD.WROT.BlPthHyPres.mag,DBA.WTUR.StringG.P15GD.WROT.BlPthHyPres.mag
DBA.WTUR.P56DD.WCNV.GriHz2.mag,DBA.WTUR.StringD.P56DD.WCNV.GriHz2.mag
DBA.WTUR.P50BD.WMET.EnvTmp.mag,DBA.WTUR.StringB.P50BD.WMET.EnvTmp.mag
DBA.WTUR.StringH.P18HC.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringH.P18HC.WTUR.TurConditionSCADANamOn.st.stVal
DBA.WTUR.P49AF.WGEN.ColCdsWrn.stVal,DBA.WTUR.StringA.P49AF.WGEN.ColCdsWrn.stVal
DBA.WTUR.K01HB.WTOW.CWO2PwrHi.stVal,DBA.WTUR.StringH.K01HB.WTOW.CWO2PwrHi.stVal
DBA.WTUR.D07DA.WGEN.SttTmp6.mag,DBA.WTUR.StringD.D07DA.WGEN.SttTmp6.mag
DBA.WTUR.B05RC.WAVL.IanosTms.tmsVal.stVal,DBA.WTUR.StringR.B05RC.WAVL.IanosTms.tmsVal.stVal
DBA.WTUR.G02KA.WTRF.G02KA_Hydran.LevHlyHi.stVal,DBA.WTUR.StringK.G02KA.WTRF.Hydran.LevHlyHi.stVal
DBA.WTUR.P38PD.WGEN.VFD3OffSt.stVal,DBA.WTUR.StringP.P38PD.WGEN.VFD3OffSt.stVal
DBA.WTUR.B06AA.WGEN.SttTmp3.mag,DBA.WTUR.StringA.B06AA.WGEN.SttTmp3.mag
DBA.WTUR.P50BD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringB.P50BD.WTUR.TurStSCADAM6eWebHMI.st.stVal
DBA.WTUR.P13GB.WAVL.IanopcaTms.tmsVal.stVal,DBA.WTUR.StringG.P13GB.WAVL.IanopcaTms.tmsVal.stVal
DBA.WTUR.P27KC.WGEN.VFD1OffSt.stVal,DBA.WTUR.StringK.P27KC.WGEN.VFD1OffSt.stVal
DBA.WTUR.P36PF.WGEN.VFD7OnSt.stVal,DBA.WTUR.StringP.P36PF.WGEN.VFD7OnSt.stVal
DBA.WTUR.G01LB.WROT.BMSOutFrzCode.stVal,DBA.WTUR.StringL.G01LB.WROT.BMSOutFrzCode.stVal
DBA.WTUR.P24KF.WTOW.PwrSupReDehum2CBCnt.actVal,DBA.WTUR.StringK.P24KF.WTOW.PwrSupReDehum2CBCnt.actVal
DBA.WTUR.D03NA.WGEN.DewPtVal.mag,DBA.WTUR.StringN.D03NA.WGEN.DewPtVal.mag
DBA.WTUR.P30LE.WROT.BlPthAngTgt2.mag,DBA.WTUR.StringL.P30LE.WROT.BlPthAngTgt2.mag
DBA.WTUR.StringF.P09FC.WNAC.NacSt.stVal,DBA.WTUR.StringF.P09FC.WNAC.NacelleSt.st.stVal
DBA.WTUR.P17GF.WTUR.HMISoftwareVersionDigit3.stVal,DBA.WTUR.StringG.P17GF.WTUR.HMISoftwareVersionDigit3.stVal
DBA.WTUR.P04EC.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringE.P04EC.WAVL.IaongtsTms.tmsVal.stVal
DBA.WTUR.C01NC.WCNV.CnvOpSt.st.stVal,DBA.WTUR.StringN.C01NC.WCNV.CnvOpSt.st.stVal
DBA.WTUR.StringE.P04EC.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringE.P04EC.WTUR.AirConditionAlm.st.stVal
DBA.WTUR.P32MF.WCNV.GriA.phsC.cVal.mag,DBA.WTUR.StringM.P32MF.WCNV.GriA.phsC.cVal.mag
DBA.WTUR.E03MB.WCNV.GriHz1.mag,DBA.WTUR.StringM.E03MB.WCNV.GriHz1.mag
DBA.WTUR.C08DB.WTRF.C08DB_Hydran.Alm2RelaySt.stVal,DBA.WTUR.StringD.C08DB.WTRF.Hydran.Alm2RelaySt.stVal
DBA.WTUR.D02NB.WTRF.D02NB_Hydran.LevDlyHiHi.stVal,DBA.WTUR.StringN.D02NB.WTRF.Hydran.LevDlyHiHi.stVal
DBA.WTUR.P33NF.WTRF.P33NF_Hydran.LevHi.stVal,DBA.WTUR.StringN.P33NF.WTRF.Hydran.LevHi.stVal
DBA.WTUR.C06BA.WTUR.PwrBckHzOkSt.stVal,DBA.WTUR.StringB.C06BA.WTUR.PwrBckHzOkSt.stVal
DBA.WTUR.D02NB.WGEN.VFD9OnSt.stVal,DBA.WTUR.StringN.D02NB.WGEN.VFD9OnSt.stVal
DBA.WTUR.P28LC.WTOW.FanFltSt.stVal,DBA.WTUR.StringL.P28LC.WTOW.FanFltSt.stVal
DBA.WTUR.P41QD.WROT.HubTmp.mag,DBA.WTUR.StringQ.P41QD.WROT.HubTmp.mag
DBA.WTUR.A08CC.WCNV.TmpCtlHi.stVal,DBA.WTUR.StringC.A08CC.WCNV.TmpCtlHi.stVal
DBA.WTUR.D03NA.WTRF.D03NA_Hydran.H2OHi.stVal,DBA.WTUR.StringN.D03NA.WTRF.Hydran.H2OHi.stVal
DBA.WTUR.P58DF.WTUR.EmgStopSt.stVal,DBA.WTUR.StringD.P58DF.WTUR.EmgStopSt.stVal
DBA.WTUR.A07BC.WTUR.PwrBckHzOkSt.stVal,DBA.WTUR.StringB.A07BC.WTUR.PwrBckHzOkSt.stVal
DBA.WTUR.E04MA.WTUR.GenSafLinSt.stVal,DBA.WTUR.StringM.E04MA.WTUR.GenSafLinSt.stVal
DBA.WTUR.P05EB.WYAW.YwSt.st.stVal,DBA.WTUR.StringE.P05EB.WYAW.YwSt.st.stVal
DBA.WTUR.E02MC.WCNV.GriW.mag,DBA.WTUR.StringM.E02MC.WCNV.GriW.mag
DBA.WTUR.A06AB.WCNV.GriVAr.mag,DBA.WTUR.StringA.A06AB.WCNV.GriVAr.mag
DBA.WTUR.D06CA.WTUR.TurStSCADA.stVal,DBA.WTUR.StringC.D06CA.WTUR.TurStSCADA.st.stVal
DBA.WTUR.P05EB.WROT.BlPthMotPos1.mag,DBA.WTUR.StringE.P05EB.WROT.BlPthMotPos1.mag
DBA.WTUR.B08DC.WAVL.IanosmTms.tmsVal.stVal,DBA.WTUR.StringD.B08DC.WAVL.IanosmTms.tmsVal.stVal
DBA.WTUR.P21HF.WGEN.SttTmp4.mag,DBA.WTUR.StringH.P21HF.WGEN.SttTmp4.mag
DBA.WTUR.P12FF.WGEN.VFD3AvlSt.stVal,DBA.WTUR.StringF.P12FF.WGEN.VFD3AvlSt.stVal
DBA.WTUR.F01LA.WGEN.SttTmp5.mag,DBA.WTUR.StringL.F01LA.WGEN.SttTmp5.mag
DBA.WTUR.P42QC.WCNV.GriHz2.mag,DBA.WTUR.StringQ.P42QC.WCNV.GriHz2.mag
DBA.WTUR.C01NC.WCNV.GriHz3.mag,DBA.WTUR.StringN.C01NC.WCNV.GriHz3.mag
DBA.WTUR.D01ME.WGEN.WndTmpHiHiFastExceedanceAlm.stVal,DBA.WTUR.StringM.D01ME.WGEN.WndTmpHiHiFastExceedanceAlm.stVal
DBA.WTUR.P11FE.WGEN.LubPrecPresAchievementFltNum.actVal,DBA.WTUR.StringF.P11FE.WGEN.LubPrecPresAchievementFltNum.actVal
DBA.WTUR.P50BD.WTRF.P50BD_Hydran.LevHly.mag,DBA.WTUR.StringB.P50BD.WTRF.Hydran.LevHly.mag
DBA.WTUR.P19HD.WTOW.PwrSupReDehum1CBFltSt.stVal,DBA.WTUR.StringH.P19HD.WTOW.PwrSupReDehum1CBFltSt.stVal
DBA.WTUR.P55CF.WROT.HubTmp.mag,DBA.WTUR.StringC.P55CF.WROT.HubTmp.mag
DBA.WTUR.P18HC.WTUR.HMISoftwareVersionDigit1.stVal,DBA.WTUR.StringH.P18HC.WTUR.HMISoftwareVersionDigit1.stVal
DBA.WTUR.P22JE.WAVL.IaogppTms.tmsVal.stVal,DBA.WTUR.StringJ.P22JE.WAVL.IaogppTms.tmsVal.stVal
DBA.WTUR.StringR.P44RE.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringR.P44RE.WTUR.AirConditionAlm.st.stVal
DBA.WTUR.J02HA.WGEN.VFD5AvlSt.stVal,DBA.WTUR.StringH.J02HA.WGEN.VFD5AvlSt.stVal
DBA.WTUR.P28LC.WNAC.Fan2FltSt.stVal,DBA.WTUR.StringL.P28LC.WNAC.Fan2FltSt.stVal
DBA.OSP.WFO.66kV.M-80EH510-Q02.QA1-2L5_HYDRAULIC_PUMP.HyAlm.stVal,DBA.OSP.WFO.66kV.M-80EH510-Q02.REC670.QA1-2L5_HYDRAULIC_PUMP.HyAlm.stVal
DBA.WTUR.P12FF.WTRF.P12FF_Hydran.H2OppmHlyHi.stVal,DBA.WTUR.StringF.P12FF.WTRF.Hydran.H2OppmHlyHi.stVal
DBA.WTUR.F01LA.WTUR.GriCut.stVal,DBA.WTUR.StringL.F01LA.WTUR.GriCut.stVal
DBA.WTUR.P54CE.WCNV.GriHz2.mag,DBA.WTUR.StringC.P54CE.WCNV.GriHz2.mag
DBA.WTUR.P52BF.WTUR.GriLosDtcSt.stVal,DBA.WTUR.StringB.P52BF.WTUR.GriLosDtcSt.stVal
DBA.WTUR.K01HB.WTRF.K01HB_Hydran.UnAckAlm.stVal,DBA.WTUR.StringH.K01HB.WTRF.Hydran.UnAckAlm.stVal
DBA.WTUR.P28LC.WAVL.IaongenTms.tmsVal.stVal,DBA.WTUR.StringL.P28LC.WAVL.IaongenTms.tmsVal.stVal
DBA.OSP.SAS.System 70.P-77GK002A-Q08.BY_,DBA.OSP.SAS.System70.P-77GK002A-Q08.BY
DBA.WTUR.P32MF.WTRF.P32MF_Hydran.Alm2RelaySt.stVal,DBA.WTUR.StringM.P32MF.WTRF.Hydran.Alm2RelaySt.stVal
DBA.WTUR.C03PB.WTRF.C03PB_Hydran.H2OHiHi.stVal,DBA.WTUR.StringP.C03PB.WTRF.Hydran.H2OHiHi.stVal
DBA.WTUR.P35ND.WNAC.Fan1FltSt.stVal,DBA.WTUR.StringN.P35ND.WNAC.Fan1FltSt.stVal
DBA.OSP.SAS.System 70.P-70SOP111-001.ISWM.Forward.StatusSignalAlarmHH,DBA.OSP.SAS.System70.P-70SOP111-001.ISWM.Forward.StatusSignalAlarmHH
DBA.WTUR.P47AD.WGEN.RsCmdSCADAHMI.stVal,DBA.WTUR.StringA.P47AD.WGEN.RsCmdSCADAHMI.stVal
DBA.WTUR.StringL.P31LF.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringL.P31LF.WTUR.AirConditionAlm.st.stVal
