Dgraph Name,New Name
DBA.WTUR.A08CC.WTOW.FanFltSt.stVal,DBA.WTUR.StringC.A08CC.WTOW.FanFltSt.stVal
DBA.OSP.SAS.System 83.P-83EG001-U48A.HSI.X_Value,DBA.OSP.SAS.System83.P-83EG001-U48A.X.Value
DBA.WTUR.P01EF.WTRF.P01EF_Hydran.Alm2RelaySt.stVal,DBA.WTUR.StringE.P01EF.WTRF.Hydran.Alm2RelaySt.stVal
DBA.OSP.OFTO.HVAC.66kV.Q08.MSM_BH22.EEHealth.stVal,DBA.OSP.OFTO.HVAC.66kV.P-80EH510-Q08.MSM_BH22.EEHealth.stVal
DBA.WTUR.P46AC.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringA.P46AC.WTUR.TurStSCADAM6eWebHMI.st.stVal
DBA.WTUR.P37PE.WTUR.GriLosDtcSt.stVal,DBA.WTUR.StringP.P37PE.WTUR.GriLosDtcSt.stVal
DBA.WTUR.P44RE.WGEN.VFD9NoAvlSt.stVal,DBA.WTUR.StringR.P44RE.WGEN.VFD9NoAvlSt.stVal
DBA.WTUR.P21HF.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringH.P21HF.WTUR.AirConditionAlm.st.stVal
DBA.WTUR.StringR.C05RB.WMET.HorWdSpd1.mag,DBA.WTUR.StringR.C05RB.WMET.WdSpd1.mag
DBA.WTUR.P31LF.WAPC.WCap.mag,DBA.WTUR.StringL.P31LF.WAPC.WCap.mag
DBA.WTUR.G02KA.WTOW.CWO1PwrHi.stVal,DBA.WTUR.StringK.G02KA.WTOW.CWO1PwrHi.stVal
DBA.WTUR.P06EA.WMET.WndSpdLoLo.stVal,DBA.WTUR.StringE.P06EA.WMET.WndSpdLoLo.stVal
DBA.WTUR.A07BC.WAVL.IaogfpTms.tmsVal.stVal,DBA.WTUR.StringB.A07BC.WAVL.IaogfpTms.tmsVal.stVal
DBA.WTUR.H03GA.WTRF.H03GA_Hydran.H2OppmHi.stVal,DBA.WTUR.StringG.H03GA.WTRF.Hydran.H2OppmHi.stVal
DBA.WTUR.H02JB.WAVL.IaongelTms.tmsVal.stVal,DBA.WTUR.StringJ.H02JB.WAVL.IaongelTms.tmsVal.stVal
DBA.WTUR.P47AD.WGEN.ClSt.st.stVal,DBA.WTUR.StringA.P47AD.WGEN.ClSt.st.stVal
DBA.WTUR.P20HE.WTUR.EmgStopSt.stVal,DBA.WTUR.StringH.P20HE.WTUR.EmgStopSt.stVal
DBA.WTUR.B08DC.WTRF.B08DC_Hydran.W.mag,DBA.WTUR.StringD.B08DC.WTRF.Hydran.W.mag
DBA.WTUR.G03JA.WGEN.VFD1OnSt.stVal,DBA.WTUR.StringJ.G03JA.WGEN.VFD1OnSt.stVal
DBA.WTUR.C05RB.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,DBA.WTUR.StringR.C05RB.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal
DBA.WTUR.P46AC.WCNV.GriW.mag,DBA.WTUR.StringA.P46AC.WCNV.GriW.mag
DBA.WTUR.P12FF.WGEN.GnMagnetTmpParityErr.stVal,DBA.WTUR.StringF.P12FF.WGEN.GnMagnetTmpParityErr.stVal
DBA.WTUR.P36PF.WCNV.GriA.phsA.cVal.mag,DBA.WTUR.StringP.P36PF.WCNV.GriA.phsA.cVal.mag
DBA.WTUR.P15GD.WTUR.PwrBckHzOkSt.stVal,DBA.WTUR.StringG.P15GD.WTUR.PwrBckHzOkSt.stVal
DBA.WTUR.P56DD.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringD.P56DD.WTUR.TurConditionSCADANamOn.st.stVal
DBA.WTUR.P46AC.WGEN.VFD7OnSt.stVal,DBA.WTUR.StringA.P46AC.WGEN.VFD7OnSt.stVal
DBA.WTUR.A08CC.WMET.HorWdSpd2.mag,DBA.WTUR.StringC.A08CC.WMET.WdSpd2.mag
DBA.WTUR.E03MB.WAVL.IaogppExtTms.tmsVal.stVal,DBA.WTUR.StringM.E03MB.WAVL.IaogppExtTms.tmsVal.stVal
DBA.WTUR.P31LF.WAVL.IanofoTms.tmsVal.stVal,DBA.WTUR.StringL.P31LF.WAVL.IanofoTms.tmsVal.stVal
DBA.WTUR.P40QE.WAVL.IaongelTms.tmsVal.stVal,DBA.WTUR.StringQ.P40QE.WAVL.IaongelTms.tmsVal.stVal
DBA.WTUR.C07CB.WGEN.VFD5AvlSt.stVal,DBA.WTUR.StringC.C07CB.WGEN.VFD5AvlSt.stVal
DBA.WTUR.C01NC.WGEN.DewPtVal.mag,DBA.WTUR.StringN.C01NC.WGEN.DewPtVal.mag
DBA.WTUR.C07CB.WGEN.DewPtVal.mag,DBA.WTUR.StringC.C07CB.WGEN.DewPtVal.mag
DBA.WTUR.J02HA.WGEN.RsCmdSCADAHMI.stVal,DBA.WTUR.StringH.J02HA.WGEN.RsCmdSCADAHMI.stVal
DBA.WTUR.E01MD.WGEN.SttTmp4.mag,DBA.WTUR.StringM.E01MD.WGEN.SttTmp4.mag
DBA.WTUR.E02MC.WGEN.VFD5NoAvlSt.stVal,DBA.WTUR.StringM.E02MC.WGEN.VFD5NoAvlSt.stVal
DBA.WTUR.StringP.P38PD.WMET.HorWdSpd1.mag,DBA.WTUR.StringP.P38PD.WMET.WdSpd1.mag
DBA.WTUR.E03MB.WMET.EnvHum.mag,DBA.WTUR.StringM.E03MB.WMET.EnvHum.mag
DBA.WTUR.P50BD.WYAW.YwSt.st.stVal,DBA.WTUR.StringB.P50BD.WYAW.YwSt.st.stVal
DBA.WTUR.P07FA.WTOW.Dehum2CBPos.stVal,DBA.WTUR.StringF.P07FA.WTOW.Dehum2CBPos.stVal
DBA.WTUR.P03ED.WGEN.VFD3NoAvlSt.stVal,DBA.WTUR.StringE.P03ED.WGEN.VFD3NoAvlSt.stVal
DBA.OSP.SAS.System 70.P-70SMP128-002.ISWM.Forward.StatusSignalAlarmHH,DBA.OSP.SAS.System70.P-70SMP128-002.ISWM.Forward.StatusSignalAlarmHH
DBA.OSP.SAS.System85.P-85ER001A-U47C.HSI.X_Value,DBA.OSP.SAS.System85.P-85ER001A-U47C.X.Value
DBA.WTUR.P50BD.WTOW.PwrSupReDehum1CBFltSt.stVal,DBA.WTUR.StringB.P50BD.WTOW.PwrSupReDehum1CBFltSt.stVal
DBA.WTUR.P36PF.WROT.BlPthHyOilTmp.mag,DBA.WTUR.StringP.P36PF.WROT.BlPthHyOilTmp.mag
DBA.WTUR.P50BD.WGEN.VFD3NoAvlSt.stVal,DBA.WTUR.StringB.P50BD.WGEN.VFD3NoAvlSt.stVal
DBA.WTUR.P33NF.WTRF.P33NF_Hydran.H2OHlyHi.stVal,DBA.WTUR.StringN.P33NF.WTRF.Hydran.H2OHlyHi.stVal
DBA.WTUR.P05EB.WTRF.P05EB_Hydran.VAr.mag,DBA.WTUR.StringE.P05EB.WTRF.Hydran.VAr.mag
DBA.WTUR.P47AD.WGEN.VFD1AvlSt.stVal,DBA.WTUR.StringA.P47AD.WGEN.VFD1AvlSt.stVal
DBA.WTUR.J01JC.WGEN.VFD9OffSt.stVal,DBA.WTUR.StringJ.J01JC.WGEN.VFD9OffSt.stVal
DBA.WTUR.H02JB.WTRF.H02JB_Hydran.BatLevLo.stVal,DBA.WTUR.StringJ.H02JB.WTRF.Hydran.BatLevLo.stVal
DBA.WTUR.C06BA.WTUR.TurDateTm.mag,DBA.WTUR.StringB.C06BA.WTUR.TurDateTm.mag
DBA.WTUR.D06CA.WROT.BlPthMotPos1.mag,DBA.WTUR.StringC.D06CA.WROT.BlPthMotPos1.mag
DBA.WTUR.G01LB.WTUR.SafLinOpn.stVal,DBA.WTUR.StringL.G01LB.WTUR.SafLinOpn.stVal
DBA.WTUR.P10FD.WGEN.TurSupUps.stVal,DBA.WTUR.StringF.P10FD.WGEN.TurSupUps.stVal
DBA.WTUR.P46AC.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringA.P46AC.WTUR.TurConditionSCADANamOn.st.stVal
DBA.OSP.SAS.System82.P-82EL100A-A08FKA01-LSL.LSL.Trip_order,DBA.OSP.SAS.System82.P-82EL100A-A08FKA01-MCCB-IB.LSL.Trip_order
DBA.WTUR.P20HE.WGEN.TurSupSvcTrf.stVal,DBA.WTUR.StringH.P20HE.WGEN.TurSupSvcTrf.stVal
DBA.WTUR.K01HB.WGEN.VFD5OffSt.stVal,DBA.WTUR.StringH.K01HB.WGEN.VFD5OffSt.stVal
DBA.WTUR.P39QF.WGEN.LubPresDropOffNum.actVal,DBA.WTUR.StringQ.P39QF.WGEN.LubPresDropOffNum.actVal
DBA.OSP.WFO.66kV.M-80EH510-Q13.REL650_PRP.RedChLiv.stVal,DBA.OSP.WFO.66kV.M-80EH510-Q13.REL650.REL650_PRP.RedChLiv.stVal
DBA.OSP.WFO.66kV.M-80EH511-Q28.O/C_PROT.Str.phsC,DBA.OSP.WFO.66kV.M-80EH511-Q28.REC670.O/C_PROT.Str.phsC
DBA.WTUR.D02NB.WAVL.IaongenTms.tmsVal.stVal,DBA.WTUR.StringN.D02NB.WAVL.IaongenTms.tmsVal.stVal
DBA.WTUR.B06AA.WROT.HubHum.mag,DBA.WTUR.StringA.B06AA.WROT.HubHum.mag
DBA.OSP.SAS.System86.P-86RA001B-Q60D.HSI.X_Value,DBA.OSP.SAS.System86.P-86RA001B-Q60D.X.Value
DBA.WTUR.P04EC.WGEN.LubPrecPresAchievementFltNum.actVal,DBA.WTUR.StringE.P04EC.WGEN.LubPrecPresAchievementFltNum.actVal
DBA.WTUR.C06BA.WYAW.YwSt.st.stVal,DBA.WTUR.StringB.C06BA.WYAW.YwSt.st.stVal
DBA.WTUR.StringG.H03GA.WGEN.GnClAlm.stVal,DBA.WTUR.StringG.H03GA.WGEN.GnClAlm.st.stVal
DBA.WTUR.D03NA.WTUR.GriCutDscon.stVal,DBA.WTUR.StringN.D03NA.WTUR.GriCutDscon.stVal
DBA.OSP.WFO.66kV.M-80EH510-Q03.TS1_OPERATED.InsTr.stVal,DBA.OSP.WFO.66kV.M-80EH510-Q03.REC670.TS1_OPERATED.InsTr.stVal
DBA.WTUR.P56DD.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringD.P56DD.WTUR.AirConditionAlm.st.stVal
DBA.WTUR.C05RB.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringR.C05RB.WAVL.IaongtsTms.tmsVal.stVal
DBA.WTUR.P50BD.WGEN.VFD7OnSt.stVal,DBA.WTUR.StringB.P50BD.WGEN.VFD7OnSt.stVal
DBA.WTUR.A06AB.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringA.A06AB.WTUR.TurConditionSCADANamOn.st.stVal
DBA.WTUR.D03NA.WCNV.TmpCtlHi.stVal,DBA.WTUR.StringN.D03NA.WCNV.TmpCtlHi.stVal
DBA.OCS.OFTO.HVDC.Climate System Valve Hall.C80UT5102A.TmpSv.instMag,DBA.OCS.OFTO.HVDC.ClimateSystemValveHall.C80UT5102A.TmpSv.instMag
DBA.WTUR.P51BE.WTRF.P51BE_Hydran.H2OppmHly.mag,DBA.WTUR.StringB.P51BE.WTRF.Hydran.H2OppmHly.mag
DBA.WTUR.P10FD.WTUR.ExtPwrLimSetSt.stVal,DBA.WTUR.StringF.P10FD.WTUR.ExtPwrLimSetSt.stVal
DBA.WTUR.P06EA.WTUR.SafLinOpn.stVal,DBA.WTUR.StringE.P06EA.WTUR.SafLinOpn.stVal
DBA.WTUR.P13GB.WTUR.HMISoftwareVersionDigit4.stVal,DBA.WTUR.StringG.P13GB.WTUR.HMISoftwareVersionDigit4.stVal
DBA.WTUR.StringA.P49AF.WMET.HorWdSpd2.mag,DBA.WTUR.StringA.P49AF.WMET.WdSpd2.mag
DBA.WTUR.P15GD.WGEN.VFD5NoAvlSt.stVal,DBA.WTUR.StringG.P15GD.WGEN.VFD5NoAvlSt.stVal
DBA.WTUR.H01KB.WCNV.PmpOpTmh.tmsVal.stVal,DBA.WTUR.StringK.H01KB.WCNV.PmpOpTmh.tmsVal.stVal
DBA.OSP.WFO.66kV.M-80EH510-Q11.REC670_PRP.RedChLiv.stVal,DBA.OSP.WFO.66kV.M-80EH510-Q11.REC670.REC670_PRP.RedChLiv.stVal
DBA.WTUR.P35ND.WCNV.PmpOpTmh.tmsVal.stVal,DBA.WTUR.StringN.P35ND.WCNV.PmpOpTmh.tmsVal.stVal
DBA.OSP.OFTO.HVDC.ValveCooling.P_80XV7023A.ClsPos.stVal,DBA.OSP.OFTO.HVDC.ValveCooling.P-80XV7023A.ClsPos.stVal
DBA.WTUR.C06BA.WGEN.SttTmp8.mag,DBA.WTUR.StringB.C06BA.WGEN.SttTmp8.mag
DBA.WTUR.P42QC.WROT.BMSOutRngCode.stVal,DBA.WTUR.StringQ.P42QC.WROT.BMSOutRngCode.stVal
DBA.WTUR.P25KE.WTRF.P25KE_Hydran.H2OHi.stVal,DBA.WTUR.StringK.P25KE.WTRF.Hydran.H2OHi.stVal
DBA.WTUR.H03GA.WGEN.StrCmdSCADAHMI.stVal,DBA.WTUR.StringG.H03GA.WGEN.StrCmdSCADAHMI.stVal
DBA.WTUR.P34NE.WTUR.IntnPwrLimSetSt.stVal,DBA.WTUR.StringN.P34NE.WTUR.IntnPwrLimSetSt.stVal
DBA.WTUR.C07CB.WTRF.C07CB_Hydran.W.mag,DBA.WTUR.StringC.C07CB.WTRF.Hydran.W.mag
DBA.OSP.SAS.System82.P-82EL004B-150-Q60.HSI.X_Value,DBA.OSP.SAS.System82.P-82EL004B-150-Q60.X.Value
DBA.WTUR.P45RD.WGEN.VFD7OnSt.stVal,DBA.WTUR.StringR.P45RD.WGEN.VFD7OnSt.stVal
DBA.OSP.SAS.System 70.P-70MCP412-002.ISWM.Forward.StatusSignalAlarmHH,DBA.OSP.SAS.System70.P-70MCP412-002.ISWM.Forward.StatusSignalAlarmHH
DBA.WTUR.P29LD.WGEN.VFD3OnSt.stVal,DBA.WTUR.StringL.P29LD.WGEN.VFD3OnSt.stVal
DBA.WTUR.D06CA.WTUR.MarkVISoftwareVersionNumber.stVal,DBA.WTUR.StringC.D06CA.WTUR.MarkVISoftwareVersionNumber.stVal
DBA.WTUR.P35ND.WGEN.GnClAlm.stVal,DBA.WTUR.StringN.P35ND.WGEN.GnClAlm.st.stVal
DBA.WTUR.P41QD.WROT.RotSpd.mag,DBA.WTUR.StringQ.P41QD.WROT.RotSpd.mag
DBA.OSP.WFO.66kV.M-80EH510-Q01.TCS1_FAULTY.InsAlm.stVal,DBA.OSP.WFO.66kV.M-80EH510-Q01.REC670.TCS1_FAULTY.InsAlm.stVal
DBA.WTUR.P49AF.WTUR.DieselGnOnSt.stVal,DBA.WTUR.StringA.P49AF.WTUR.DieselGnOnSt.stVal
DBA.WTUR.P55CF.WGEN.VFD9AvlSt.stVal,DBA.WTUR.StringC.P55CF.WGEN.VFD9AvlSt.stVal
DBA.WTUR.P10FD.WTRF.P10FD_Hydran.H2OHlyHi.stVal,DBA.WTUR.StringF.P10FD.WTRF.Hydran.H2OHlyHi.stVal
DBA.WTUR.StringJ.P22JE.WTUR.Lev1OpModSt.stVal,DBA.WTUR.StringJ.P22JE.WTUR.Lev1OpModSt.st.stVal
DBA.WTUR.P58DF.WAVL.IaongTms.tmsVal.stVal,DBA.WTUR.StringD.P58DF.WAVL.IaongTms.tmsVal.stVal
DBA.WTUR.P58DF.WGEN.ClSt.st.stVal,DBA.WTUR.StringD.P58DF.WGEN.ClSt.st.stVal
DBA.WTUR.B04QB.WTUR.HMISoftwareVersionDigit4.stVal,DBA.WTUR.StringQ.B04QB.WTUR.HMISoftwareVersionDigit4.stVal
DBA.OSP.WFO.66kV.M-80EH511-Q27.O/C_PROT.Str.phsC,DBA.OSP.WFO.66kV.M-80EH511-Q27.REC670.O/C_PROT.Str.phsC
DBA.WTUR.P50BD.WROT.HubTmp.mag,DBA.WTUR.StringB.P50BD.WROT.HubTmp.mag
DBA.WTUR.P40QE.WTUR.AirConditionSt.stVal,DBA.WTUR.StringQ.P40QE.WTUR.AirConditionSt.stVal
DBA.WTUR.P39QF.WGEN.VFD7NoAvlSt.stVal,DBA.WTUR.StringQ.P39QF.WGEN.VFD7NoAvlSt.stVal
DBA.WTUR.StringH.J02HA.WTUR.TurStSCADAM6eWebHMINamOn.stVal,DBA.WTUR.StringH.J02HA.WTUR.TurStSCADAM6eWebHMINamOn.st.stVal
DBA.WTUR.P36PF.WGEN.LubPresDropOffNum.actVal,DBA.WTUR.StringP.P36PF.WGEN.LubPresDropOffNum.actVal
DBA.WTUR.G02KA.WTUR.TurDateTm.mag,DBA.WTUR.StringK.G02KA.WTUR.TurDateTm.mag
DBA.OSP.SAS.System 83.P-83EG001-U43O.HSI.X_Value,DBA.OSP.SAS.System83.P-83EG001-U43O.X.Value
DBA.WTUR.P35ND.WROT.ReHBBCBCnt.actVal,DBA.WTUR.StringN.P35ND.WROT.ReHBBCBCnt.actVal
DBA.WTUR.P16GE.WTRF.P16GE_Hydran.SysOkRelaySt.stVal,DBA.WTUR.StringG.P16GE.WTRF.Hydran.SysOkRelaySt.stVal
DBA.WTUR.A06AB.WTRF.A06AB_Hydran.LevHly.mag,DBA.WTUR.StringA.A06AB.WTRF.Hydran.LevHly.mag
DBA.WTUR.P44RE.WGEN.VFD5AvlSt.stVal,DBA.WTUR.StringR.P44RE.WGEN.VFD5AvlSt.stVal
DBA.WTUR.P55CF.WTRF.P55CF_Hydran.BatLevLo.stVal,DBA.WTUR.StringC.P55CF.WTRF.Hydran.BatLevLo.stVal
DBA.WTUR.P36PF.WROT.RotSpd.mag,DBA.WTUR.StringP.P36PF.WROT.RotSpd.mag
DBA.WTUR.P08FB.WGEN.RsCmdSCADAHMI.stVal,DBA.WTUR.StringF.P08FB.WGEN.RsCmdSCADAHMI.stVal
DBA.WTUR.D05RA.WTRF.Fan1FltSt.stVal,DBA.WTUR.StringR.D05RA.WTRF.Fan1FltSt.stVal
DBA.OSP.WFO.66kV.M-80EH511-Q24.O/C_PROT.Str.phsC,DBA.OSP.WFO.66kV.M-80EH511-Q24.REC670.O/C_PROT.Str.phsC
DBA.WTUR.K01HB.WGEN.SttTmp3.mag,DBA.WTUR.StringH.K01HB.WGEN.SttTmp3.mag
DBA.WTUR.G03JA.WTRF.G03JA_Hydran.Alm3RelaySt.stVal,DBA.WTUR.StringJ.G03JA.WTRF.Hydran.Alm3RelaySt.stVal
DBA.WTUR.P51BE.WROT.BMSOutRngCode.stVal,DBA.WTUR.StringB.P51BE.WROT.BMSOutRngCode.stVal
DBA.WTUR.B04QB.WAVL.IanopcaTms.tmsVal.stVal,DBA.WTUR.StringQ.B04QB.WAVL.IanopcaTms.tmsVal.stVal
DBA.WTUR.H03GA.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringG.H03GA.WAVL.IaongtsTms.tmsVal.stVal
DBA.WTUR.P24KF.WTUR.GriCutDscon.stVal,DBA.WTUR.StringK.P24KF.WTUR.GriCutDscon.stVal
DBA.WTUR.P31LF.WCNV.GriA.phsA.cVal.mag,DBA.WTUR.StringL.P31LF.WCNV.GriA.phsA.cVal.mag
DBA.WTUR.P47AD.WROT.RotSt.st.stVal,DBA.WTUR.StringA.P47AD.WROT.RotSt.st.stVal
DBA.OSP.WFO.66kV.M-80EH510-Q04.MAIN_PROT.Str.phsC,DBA.OSP.WFO.66kV.M-80EH510-Q04.REL650.MAIN_PROT.Str.phsC
DBA.WTUR.P07FA.WYAW.YwEncPos.mag,DBA.WTUR.StringF.P07FA.WYAW.YwEncPos.mag
DBA.WTUR.P13GB.WTRF.P13GB_Hydran.ActAlm.stVal,DBA.WTUR.StringG.P13GB.WTRF.Hydran.ActAlm.stVal
DBA.OSP.SAS.System85.P-85ER002A-U96E.HSI.X_Value,DBA.OSP.SAS.System85.P-85ER002A-U96E.X.Value
DBA.WTUR.P10FD.WGEN.WndTmpHiHiAlm.stVal,DBA.WTUR.StringF.P10FD.WGEN.WndTmpHiHiAlm.stVal
DBA.WTUR.P47AD.WNAC.Fan1FltSt.stVal,DBA.WTUR.StringA.P47AD.WNAC.Fan1FltSt.stVal
DBA.WTUR.StringC.P53CD.WMET.HorWdSpd2.mag,DBA.WTUR.StringC.P53CD.WMET.WdSpd2.mag
DBA.OSP.SAS.System70.P-77GK002A-Q08.BY_,DBA.OSP.SAS.System70.P-77GK002A-Q08.BY
DBA.WTUR.P31LF.WCNV.GriW.mag,DBA.WTUR.StringL.P31LF.WCNV.GriW.mag
DBA.WTUR.C05RB.WTRF.C05RB_Hydran.H2OppmHiHi.stVal,DBA.WTUR.StringR.C05RB.WTRF.Hydran.H2OppmHiHi.stVal
DBA.WTUR.StringP.D04PA.WTUR.ElectricalProtSysAlm.stVal,DBA.WTUR.StringP.D04PA.WTUR.ElectricalProtSysAlm.st.stVal
DBA.WTUR.C02PC.WTRF.C02PC_Hydran.BatLev.mag,DBA.WTUR.StringP.C02PC.WTRF.Hydran.BatLev.mag
DBA.OSP.WFO.66kV.M-80EH511-Q27.MAIN_TRIP.Tr.general,DBA.OSP.WFO.66kV.M-80EH511-Q27.REL650.MAIN_TRIP.Tr.general
DBA.WTUR.P46AC.WROT.RotLkd.stVal,DBA.WTUR.StringA.P46AC.WROT.RotLkd.stVal
DBA.WTUR.StringE.P04EC.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringE.P04EC.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.StringK.P24KF.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringK.P24KF.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.D01ME.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringM.D01ME.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.A06AB.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringA.A06AB.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.J02HA.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringH.J02HA.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.StringH.P18HC.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringH.P18HC.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WTUR.P26KD.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringK.P26KD.WTUR.TurConditionSCADAWebHMI.st.stVal
DBA.WFC.BMU4.W_CtrlPwrSetpMW_r32 ,DBA.WFC.BMU4.W_CtrlPwrSetpMW_r32
DBA.WTUR.G01LB.WTOW.Dehum2CBPos.stVal,DBA.WTUR.StringL.G01LB.WTOW.Dehum2CBPos.stVal
DBA.WTUR.P06EA.WTRF.P06EA_Hydran.BatLevLoLo.stVal,DBA.WTUR.StringE.P06EA.WTRF.Hydran.BatLevLoLo.stVal
DBA.WTUR.P41QD.WROT.BlPthHyPres.mag,DBA.WTUR.StringQ.P41QD.WROT.BlPthHyPres.mag
DBA.WTUR.D03NA.WTUR.GriLosDtcSt.stVal,DBA.WTUR.StringN.D03NA.WTUR.GriLosDtcSt.stVal
DBA.WTUR.P14GC.WAVL.IaongrsTms.tmsVal.stVal,DBA.WTUR.StringG.P14GC.WAVL.IaongrsTms.tmsVal.stVal
DBA.WTUR.E04MA.WTRF.E04MA_Hydran.LevHlyHiHi.stVal,DBA.WTUR.StringM.E04MA.WTRF.Hydran.LevHlyHiHi.stVal
DBA.WTUR.P24KF.WTRF.P24KF_Hydran.SysOkRelaySt.stVal,DBA.WTUR.StringK.P24KF.WTRF.Hydran.SysOkRelaySt.stVal
DBA.WTUR.P27KC.WTUR.CtlBrkProcedureActSt.stVal,DBA.WTUR.StringK.P27KC.WTUR.CtlBrkProcedureActSt.stVal
DBA.WTUR.P10FD.WROT.BlPthMotPos2.mag,DBA.WTUR.StringF.P10FD.WROT.BlPthMotPos2.mag
DBA.OSP.SAS.System77.P-77TSH0239.HSI.X_Value,DBA.OSP.SAS.System77.P-77TSH0239.X.Value
DBA.WTUR.P53CD.WGEN.VFD7AvlSt.stVal,DBA.WTUR.StringC.P53CD.WGEN.VFD7AvlSt.stVal
DBA.WTUR.P24KF.WNAC.PosOkSt.stVal,DBA.WTUR.StringK.P24KF.WNAC.PosOkSt.stVal
DBA.WTUR.J01JC.WGEN.LubPrecPresAchievementFltNum.actVal,DBA.WTUR.StringJ.J01JC.WGEN.LubPrecPresAchievementFltNum.actVal
DBA.WTUR.P58DF.WMET.WndSpdLoLo.stVal,DBA.WTUR.StringD.P58DF.WMET.WndSpdLoLo.stVal
DBA.WTUR.P44RE.WAVL.IaogppTms.tmsVal.stVal,DBA.WTUR.StringR.P44RE.WAVL.IaogppTms.tmsVal.stVal
DBA.WTUR.StringF.P11FE.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringF.P11FE.WTUR.TurStSCADAM6eWebHMI.st.stVal
DBA.WTUR.F01LA.WROT.BlPthHyOilTmp.mag,DBA.WTUR.StringL.F01LA.WROT.BlPthHyOilTmp.mag
DBA.WTUR.P29LD.WTRF.TmpCtlHi.stVal,DBA.WTUR.StringL.P29LD.WTRF.TmpCtlHi.stVal
DBA.WTUR.StringQ.P39QF.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringQ.P39QF.WTUR.AirConditionAlm.st.stVal
DBA.OSP.OFTO.HVAC.66kV.Q06.WA1_WA1_Q06_QA1(6T0).Pos.stVal,DBA.OSP.OFTO.HVAC.66kV.P-80EH510-Q06.WA1_WA1_Q06_QA1(6T0).Pos.stVal
DBA.WTUR.P51BE.WTRF.P51BE_Hydran.W.mag,DBA.WTUR.StringB.P51BE.WTRF.Hydran.W.mag
DBA.WTUR.P51BE.WAVL.IaongrsTms.tmsVal.stVal,DBA.WTUR.StringB.P51BE.WAVL.IaongrsTms.tmsVal.stVal
DBA.WTUR.P03ED.WTRF.P03ED_Hydran.ActAlm.stVal,DBA.WTUR.StringE.P03ED.WTRF.Hydran.ActAlm.stVal
DBA.WTUR.P47AD.WMET.EnvHum.mag,DBA.WTUR.StringA.P47AD.WMET.EnvHum.mag
DBA.WTUR.D02NB.WTUR.TurStSCADANamOn.stVal,DBA.WTUR.StringN.D02NB.WTUR.TurStSCADANamOn.st.stVal
DBA.WTUR.P08FB.WTRF.P08FB_Hydran.LevDlyHi.stVal,DBA.WTUR.StringF.P08FB.WTRF.Hydran.LevDlyHi.stVal
DBA.WTUR.P50BD.WGEN.VFD5OffSt.stVal,DBA.WTUR.StringB.P50BD.WGEN.VFD5OffSt.stVal
DBA.WTUR.D01ME.WTUR.CtlBrkProcedureActSt.stVal,DBA.WTUR.StringM.D01ME.WTUR.CtlBrkProcedureActSt.stVal
DBA.WTUR.P18HC.WTUR.MarkVISoftwareVersionNumber.stVal,DBA.WTUR.StringH.P18HC.WTUR.MarkVISoftwareVersionNumber.stVal
DBA.WTUR.C08DB.WAVL.IanosmTms.tmsVal.stVal,DBA.WTUR.StringD.C08DB.WAVL.IanosmTms.tmsVal.stVal
DBA.WTUR.StringR.B05RC.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringR.B05RC.WTUR.TurConditionSCADANamOn.st.stVal
DBA.WTUR.P53CD.WTUR.ExtPwrLimSetSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.ExtPwrLimSetSt.stVal
DBA.WTUR.D07DA.WROT.RotAziAng.mag,DBA.WTUR.StringD.D07DA.WROT.RotAziAng.mag
DBA.WTUR.P37PE.WTRF.OilPmpOpTmh.tmsVal.stVal,DBA.WTUR.StringP.P37PE.WTRF.OilPmpOpTmh.tmsVal.stVal
