Dgraph Name,New Name,createdTimeNewTag
DBA.WTUR.P53CD.WTRF.TmpCtlHi.stVal,DBA.WTUR.StringC.P53CD.WTRF.TmpCtlHi.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTRF.TrfOilTmp.mag,DBA.WTUR.StringC.P53CD.WTRF.TrfOilTmp.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringC.P53CD.WTUR.AirConditionAlm.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.AirConditionAlm.stVal,DBA.WTUR.StringC.P53CD.WTUR.AirConditionAlm.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.AirConditionSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.AirConditionSt.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.CtlBrkProcedureActSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.CtlBrkProcedureActSt.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.CtlBrkProcedureAlmSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.CtlBrkProcedureAlmSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.DieselGnOnSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.DieselGnOnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.DmdVArh.actVal,DBA.WTUR.StringC.P53CD.WTUR.DmdVArh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.DmdVArh.actVal,DBA.WTUR.StringC.P53CD.WTUR.DmdVArh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.DmdWh.actVal,DBA.WTUR.StringC.P53CD.WTUR.DmdWh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.DmdWh.actVal,DBA.WTUR.StringC.P53CD.WTUR.DmdWh.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.ElectricalProtSysAlm.stVal,DBA.WTUR.StringC.P53CD.WTUR.ElectricalProtSysAlm.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.ElectricalProtSysAlm.stVal,DBA.WTUR.StringC.P53CD.WTUR.ElectricalProtSysAlm.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.EmgStopSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.EmgStopSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.ExtPwrLimSetSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.ExtPwrLimSetSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.GenSafLinSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.GenSafLinSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.GriCut.stVal,DBA.WTUR.StringC.P53CD.WTUR.GriCut.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.GriCutDscon.stVal,DBA.WTUR.StringC.P53CD.WTUR.GriCutDscon.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.GriCutNoOk.stVal,DBA.WTUR.StringC.P53CD.WTUR.GriCutNoOk.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.GriLosDtcSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.GriLosDtcSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.HMISoftwareVersionDigit1.stVal,DBA.WTUR.StringC.P53CD.WTUR.HMISoftwareVersionDigit1.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.HMISoftwareVersionDigit2.stVal,DBA.WTUR.StringC.P53CD.WTUR.HMISoftwareVersionDigit2.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.HMISoftwareVersionDigit3.stVal,DBA.WTUR.StringC.P53CD.WTUR.HMISoftwareVersionDigit3.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.HMISoftwareVersionDigit4.stVal,DBA.WTUR.StringC.P53CD.WTUR.HMISoftwareVersionDigit4.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.IntnPwrLimSetSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.IntnPwrLimSetSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.Lev1OpModSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.Lev1OpModSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.Lev1OpModSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.Lev1OpModSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.MarkVISoftwareVersionNumber.stVal,DBA.WTUR.StringC.P53CD.WTUR.MarkVISoftwareVersionNumber.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.PwrBckHzOkSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.PwrBckHzOkSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.PwrVOkSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.PwrVOkSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.SafLinOpn.stVal,DBA.WTUR.StringC.P53CD.WTUR.SafLinOpn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.SafStopSt.stVal,DBA.WTUR.StringC.P53CD.WTUR.SafStopSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TotTmM6eActCtl.tmsVal.stVal,DBA.WTUR.StringC.P53CD.WTUR.TotTmM6eActCtl.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurConditionSCADANamOn.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurConditionSCADANamOn.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurConditionSCADANamOn.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurConditionSCADAWebHMI.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurConditionSCADAWebHMI.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurConditionSCADAWebHMI.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurDateTm.mag,DBA.WTUR.StringC.P53CD.WTUR.TurDateTm.tmsVal.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurDateTm.mag,DBA.WTUR.StringC.P53CD.WTUR.TurDateTm.tmsVal.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurStSCADA.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADA.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurStSCADA.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADA.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADAM6eWebHMI.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurStSCADAM6eWebHMI.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADAM6eWebHMI.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurStSCADAM6eWebHMINamOn.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADAM6eWebHMINamOn.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurStSCADAM6eWebHMINamOn.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADAM6eWebHMINamOn.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WTUR.TurStSCADANamOn.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADANamOn.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P53CD.WTUR.TurStSCADANamOn.stVal,DBA.WTUR.StringC.P53CD.WTUR.TurStSCADANamOn.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P53CD.WYAW.YwAng.mag,DBA.WTUR.StringC.P53CD.WYAW.YwAng.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WYAW.YwEncPos.mag,DBA.WTUR.StringC.P53CD.WYAW.YwEncPos.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P53CD.WYAW.YwSt.st.stVal,DBA.WTUR.StringC.P53CD.WYAW.YwSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P54CE.WAPC.WCap.mag,DBA.WTUR.StringC.P54CE.WAPC.WCap.mag,2024-05-24 23:59:59.999999
DBA.WTUR.P54CE.WAPC.WSpt.val,DBA.WTUR.StringC.P54CE.WAPC.WSpt.val,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IanofoTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IanofoTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IanopcaTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IanopcaTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IanosmTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IanosmTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IanosTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IanosTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaogfpTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaogfpTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaogppExtTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaogppExtTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaogppIntTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaogppIntTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaogppTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaogppTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaongelTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaongelTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaongenTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaongenTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaongrsTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaongrsTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaongTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaongTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WAVL.IaongtsTms.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WAVL.IaongtsTms.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.CnvOpSt.st.stVal,DBA.WTUR.StringC.P54CE.WCNV.CnvOpSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriA.phsA.cVal.mag,DBA.WTUR.StringC.P54CE.WCNV.GriA.phsA.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriA.phsB.cVal.mag,DBA.WTUR.StringC.P54CE.WCNV.GriA.phsB.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriA.phsC.cVal.mag,DBA.WTUR.StringC.P54CE.WCNV.GriA.phsC.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriHz1.mag,DBA.WTUR.StringC.P54CE.WCNV.GriHz1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriHz2.mag,DBA.WTUR.StringC.P54CE.WCNV.GriHz2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriHz3.mag,DBA.WTUR.StringC.P54CE.WCNV.GriHz3.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriPNV.phsA.cVal.mag,DBA.WTUR.StringC.P54CE.WCNV.GriPNV.phsA.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriPNV.phsB.cVal.mag,DBA.WTUR.StringC.P54CE.WCNV.GriPNV.phsB.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriPNV.phsC.cVal.mag,DBA.WTUR.StringC.P54CE.WCNV.GriPNV.phsC.cVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriVAr.mag,DBA.WTUR.StringC.P54CE.WCNV.GriVAr.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.GriW.mag,DBA.WTUR.StringC.P54CE.WCNV.GriW.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.PmpOpTmh.tmsVal.stVal,DBA.WTUR.StringC.P54CE.WCNV.PmpOpTmh.tmsVal.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.RotSpd.mag,DBA.WTUR.StringC.P54CE.WCNV.RotSpd.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WCNV.TmpCtlHi.stVal,DBA.WTUR.StringC.P54CE.WCNV.TmpCtlHi.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.ClSt.st.stVal,DBA.WTUR.StringC.P54CE.WGEN.ClSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P54CE.WGEN.ColCdsWrn.stVal,DBA.WTUR.StringC.P54CE.WGEN.ColCdsWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.DewPtVal.mag,DBA.WTUR.StringC.P54CE.WGEN.DewPtVal.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.FrontBrgTmpHiHiAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.FrontBrgTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.FrontBrgTmpHiWrn.stVal,DBA.WTUR.StringC.P54CE.WGEN.FrontBrgTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.GnClAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnClAlm.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P54CE.WGEN.GnClAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnClAlm.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P54CE.WGEN.GnClStFbk.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnClStFbk.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.GnMagnetTmpHiHiAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnMagnetTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnMagnetTmpHiHiFastExceedanceAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.GnMagnetTmpHiWrn.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnMagnetTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.GnMagnetTmpParityErr.stVal,DBA.WTUR.StringC.P54CE.WGEN.GnMagnetTmpParityErr.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.LubCycNum.actVal,DBA.WTUR.StringC.P54CE.WGEN.LubCycNum.actVal,2024-05-24 23:59:59.999999
DBA.WTUR.P54CE.WGEN.LubPrecPresAchievementFltNum.actVal,DBA.WTUR.StringC.P54CE.WGEN.LubPrecPresAchievementFltNum.actVal,2024-05-24 23:59:59.999999
DBA.WTUR.P54CE.WGEN.LubPresDropOffNum.actVal,DBA.WTUR.StringC.P54CE.WGEN.LubPresDropOffNum.actVal,2024-05-24 23:59:59.999999
DBA.WTUR.P54CE.WGEN.RearBrgTmpHiHiAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.RearBrgTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.RearBrgTmpHiWrn.stVal,DBA.WTUR.StringC.P54CE.WGEN.RearBrgTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.RsCmdSCADAHMI.stVal,DBA.WTUR.StringC.P54CE.WGEN.RsCmdSCADAHMI.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.StopCmdSCADAHMI.stVal,DBA.WTUR.StringC.P54CE.WGEN.StopCmdSCADAHMI.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.StrCmdSCADAHMI.stVal,DBA.WTUR.StringC.P54CE.WGEN.StrCmdSCADAHMI.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp1.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp2.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp3.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp3.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp4.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp4.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp5.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp5.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp6.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp6.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp7.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp7.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.SttTmp8.mag,DBA.WTUR.StringC.P54CE.WGEN.SttTmp8.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.TurManStopCode.stVal,DBA.WTUR.StringC.P54CE.WGEN.TurManStopCode.stVal,2024-05-24 23:59:59.999999
DBA.WTUR.P54CE.WGEN.TurManStopSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.TurManStopSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.TurSupAuxGn.stVal,DBA.WTUR.StringC.P54CE.WGEN.TurSupAuxGn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.TurSupAuxTrf.stVal,DBA.WTUR.StringC.P54CE.WGEN.TurSupAuxTrf.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.TurSupSvcTrf.stVal,DBA.WTUR.StringC.P54CE.WGEN.TurSupSvcTrf.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.TurSupUps.stVal,DBA.WTUR.StringC.P54CE.WGEN.TurSupUps.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD1AvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD1AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD1NoAvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD1NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD1OffSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD1OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD1OnSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD1OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD3AvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD3AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD3NoAvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD3NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD3OffSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD3OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD3OnSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD3OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD5AvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD5AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD5NoAvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD5NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD5OffSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD5OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD5OnSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD5OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD7AvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD7AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD7NoAvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD7NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD7OffSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD7OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD7OnSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD7OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD9AvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD9AvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD9NoAvlSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD9NoAvlSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD9OffSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD9OffSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.VFD9OnSt.stVal,DBA.WTUR.StringC.P54CE.WGEN.VFD9OnSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.WndTmpHiHiAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.WndTmpHiHiAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.WndTmpHiHiFastExceedanceAlm.stVal,DBA.WTUR.StringC.P54CE.WGEN.WndTmpHiHiFastExceedanceAlm.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WGEN.WndTmpHiWrn.stVal,DBA.WTUR.StringC.P54CE.WGEN.WndTmpHiWrn.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WMET.EnvHum.mag,DBA.WTUR.StringC.P54CE.WMET.EnvHum.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WMET.EnvTmp.mag,DBA.WTUR.StringC.P54CE.WMET.EnvTmp.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WMET.HorWdSpd1.mag,DBA.WTUR.StringC.P54CE.WMET.WdSpd1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringC.P54CE.WMET.HorWdSpd1.mag,DBA.WTUR.StringC.P54CE.WMET.WdSpd1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WMET.HorWdSpd2.mag,DBA.WTUR.StringC.P54CE.WMET.WdSpd2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.StringC.P54CE.WMET.HorWdSpd2.mag,DBA.WTUR.StringC.P54CE.WMET.WdSpd2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WMET.WndSpdLoLo.stVal,DBA.WTUR.StringC.P54CE.WMET.WndSpdLoLo.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WNAC.Fan1FltSt.stVal,DBA.WTUR.StringC.P54CE.WNAC.Fan1FltSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WNAC.Fan2FltSt.stVal,DBA.WTUR.StringC.P54CE.WNAC.Fan2FltSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WNAC.IntnTmp.mag,DBA.WTUR.StringC.P54CE.WNAC.IntnTmp.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WNAC.NacSt.stVal,DBA.WTUR.StringC.P54CE.WNAC.NacelleSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P54CE.WNAC.NacSt.st.stVal,DBA.WTUR.StringC.P54CE.WNAC.NacelleSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.StringC.P54CE.WNAC.NacSt.stVal,DBA.WTUR.StringC.P54CE.WNAC.NacelleSt.st.stVal,2024-10-04 23:59:59.999999
DBA.WTUR.P54CE.WNAC.PosOkSt.stVal,DBA.WTUR.StringC.P54CE.WNAC.PosOkSt.stVal,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthAngTgt1.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthAngTgt1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthAngTgt2.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthAngTgt2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthAngTgt3.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthAngTgt3.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthHyOilTmp.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthHyOilTmp.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthHyPres.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthHyPres.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthMotPos1.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthMotPos1.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthMotPos2.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthMotPos2.mag,2024-10-05 23:59:59.999999
DBA.WTUR.P54CE.WROT.BlPthMotPos3.mag,DBA.WTUR.StringC.P54CE.WROT.BlPthMotPos3.mag,2024-10-05 23:59:59.999999
