old_tep_id,new_tep_id
2671ee95-aa64-4a58-8d28-33a7c38aa3a3,00bbfe74-32e7-4c4e-b5f6-fdf20424abe2
c8f67ee3-52c7-474e-b7e5-29e9c82f5f5f,216a7a53-fd4c-425e-b5c9-255c1f1f26dd
42bcb10e-bafc-4eaa-8dd3-651b2700dcea,18cd10b6-a4cd-432a-ba05-b1275cf033d3
89c57579-ce60-41de-9b63-aef3134c6c38,065c304c-f3c2-4721-a729-272abc046704
8a202053-b6a3-40cd-882a-12c82452c6bd,ae53805a-7af6-40d1-9fc6-ce58456f00ba
f2f1cff2-aeb0-454b-87b9-153eefb5d77b,3e2650c3-947a-46c4-8195-9ce4908c7585
cca2af81-73f4-407e-916a-f715e1dd1968,5f57459e-b9f8-4808-8bef-fe7567cda1c8
7b7bf97d-895b-47d9-b7c8-3d29cef215cb,61ef9c6d-9d43-4a92-99b9-695749139ccf
75359a86-8d4a-4526-b9a3-6ef32d44cd94,4cdd6282-78c8-4f9f-979e-ea7fe79df2db
ff4d114b-1ea7-44b1-8ea2-ffba7772e906,96f916b9-9f64-4405-bd02-939fb93c0be6
3ed4b8d6-a56e-4034-b73c-9aeeeb8c579d,14d00730-96c6-4aa3-8589-4b323052f6e3
9b5a3572-0a9b-4a26-8cb9-8da8e21bbae3,7481a110-bb1f-4504-a53c-e32420a6a31b
e6bba44b-04fe-4452-9b7d-d16bd5faa6de,3d458768-5347-483c-bb79-09a17e9d8bb8
fb0204ef-93f0-4d73-a38c-cfc7e7957f2d,21f9ab95-4e3d-4e75-9bb9-6078fd1c4047
7442554a-bbc2-491a-b9db-4ade83d9fe62,5e70e9aa-8f7b-4da7-858f-f02a78d66f2a
afa2b293-179d-4bae-8de4-7b27d80ed18c,916b5c29-93aa-4e12-8b35-a4d08bbf8b4d
caca86bf-3441-459c-a65c-9af7a5f979f0,f3635d9e-57e9-4c71-8ee4-3c6bd718ef56
352397f8-d656-473e-a0f3-9bb8e483e318,40b949f1-df3d-4f67-94f1-51713df68ee1
ce85090b-804e-419d-93a7-b21b5b8668a6,696b1d93-5d06-427b-9389-2689e6de71c5
ac603dfa-7ef1-4f76-a243-e3d185d37877,cb1a2b99-ba94-4c39-a828-71bc8938c642
54068e74-93e0-445e-b881-347766b45760,38cde945-edb5-4381-bd39-9f4a5586b292
9675f03c-d48c-41df-89d0-78147e92e531,3f463531-c641-429f-806c-7f1b444311e0
ca12abb7-6812-4f93-bfd4-1b8d63740551,976bac87-d354-4fa0-822e-9b1c8507a90a
c96c27b6-ddc0-4755-9253-1e051501c616,c22bcd64-5c5e-44bd-9419-1e4be7ebc771
c1a5f798-87f8-498c-b956-6763bd45fcd9,8f67f325-a745-46b9-b89c-55f5cd4714e3
8bb5734a-84c4-4591-90d9-b02f796c6ad1,6aa5fa90-1a89-418e-9e1c-e769e64e924d
87439b31-39fa-4de6-9c39-c3fc28af9697,2660ed27-8715-4544-b740-3210d7748d67
d960e72a-bc75-40f4-bf46-abda13c03dd4,dd16f483-057f-4d12-a17e-278cba0914fd
2c723303-f6dd-40c4-aac6-aa40e8193e16,670d2790-23e1-4d36-b506-24d3d6535774
97c5a636-6d30-4c8d-a262-ab4055381c43,e94fa87d-4e11-4465-a78d-bf8278601662
93803603-3317-4f9f-bf49-88fb7ffe2521,e6879446-386f-407c-8e53-3c20d17066f6
386e2b51-e961-41e1-b124-f5a60b533a92,46ecafdc-035e-427f-b914-1808c05db514
94323e67-b9cd-42de-8992-98aafcb99a89,a202961d-8470-45c9-be9e-f92e10625d67
a4aa89e4-d6c0-42c4-a6c6-0ba687e9d61e,f63fee5c-fe82-4fab-be2d-b85f1855c159
12d2e415-5521-4c42-9983-7268d2834b28,a3c3df9a-80d9-4e49-9adf-d53d87451c64
1cea60c0-1ac8-4f8e-826f-4d5e1d3a17f2,a3c3df9a-80d9-4e49-9adf-d53d87451c64
8b1db976-9e47-4a64-8d3f-d640c8617b68,0598524a-b766-449f-bcb0-55409a3c94ea
294d05dd-8fdc-4609-9e4d-065cdf37a37a,0598524a-b766-449f-bcb0-55409a3c94ea
e85ebc3d-5b21-47e4-81b4-9ad602dad2c6,06165ef5-aad5-4408-985b-a5beb21e2b6d
4d4ecea0-22f5-478b-92b7-0196d0a0a490,06165ef5-aad5-4408-985b-a5beb21e2b6d
7808a8a8-3095-4b37-90de-77291dea660c,6b216544-4260-4564-9571-8c37e0d5a136
5979a93e-abbc-43d2-b045-c52a637ac6ff,6b216544-4260-4564-9571-8c37e0d5a136
61499b5a-f29e-407f-96be-3bb7116c9c04,ced49597-c0f4-41e7-99c1-5c24963a2a71
8233d6c2-a5b3-4d10-b58e-e2e0f840a67d,ced49597-c0f4-41e7-99c1-5c24963a2a71
538028be-4ee7-48c5-a69d-c731183a5902,b0db3119-54eb-4bda-9a21-3aeb78d47829
a8b2cf9a-088d-4d01-a57f-da099a3ead54,f62d47a5-cf77-4573-91cb-49bb5243c389
fe56db06-352a-4a45-80b1-216eec88fb50,520c244a-2a1d-4d88-9546-10bd79fe0bce
40d084b0-79b0-4cda-b77a-67055bdc2866,520c244a-2a1d-4d88-9546-10bd79fe0bce
1d486e83-2f31-4b1c-b1fd-09ad02aaccf4,8dc8072f-fce7-4109-acac-60cc2b7bf176
b2ecd496-d156-485c-a746-190302f0d2dd,8dc8072f-fce7-4109-acac-60cc2b7bf176
cdbb6724-5fb7-41ca-9799-61e9c8ad8bf2,d760dabf-448e-40d3-8fe9-955fce762aa0
a420dddb-4f0d-4b0e-9648-f6ab1e3104a2,d760dabf-448e-40d3-8fe9-955fce762aa0
470ce422-1eed-49e1-8447-1a089bbfc538,b4c70c2e-c39d-472b-8031-bac331ed67ea
b7dab72a-76fb-4d26-9f20-caaa244346b6,b4c70c2e-c39d-472b-8031-bac331ed67ea
3b3c375d-9547-447e-be13-144ce555e680,2a2e0607-9ffc-4af6-8488-fe4f20a74ed2
ecba89c1-d7e1-4eee-ae50-74263c05a74d,2a2e0607-9ffc-4af6-8488-fe4f20a74ed2
94af5187-d2ee-4ab6-9ba6-437b1b3cbc35,b020f0d2-3722-4a30-beb3-2c46b5792053
51a9c2e3-30d2-4415-ae64-d2e31dd0b219,231439cf-e0d9-4297-9bef-1af8ca6c3f8b
fb3c5063-5760-441b-b54c-ba3b88372f82,231439cf-e0d9-4297-9bef-1af8ca6c3f8b
0f7e076a-f6ed-48c4-8018-a742592c35eb,cab4569f-b3fd-4b7b-96f2-46afc394c483
4901cc58-76fa-4550-bfef-c5ebcf2ace37,cab4569f-b3fd-4b7b-96f2-46afc394c483
f00f0dbb-444d-4c56-9bae-72062e2a4662,589941b2-d38d-4ea7-8933-620dd8a3e0bd
3d5c1790-8c96-419a-b551-12545669eb80,a54b57b1-7056-464e-8a41-f714a3bdc8e2
6bc88ce4-81a4-48b5-ba7e-9c63a657aa97,ae09f0ff-3b99-45ab-9d00-4d59f486bbb6
08c43da9-d53a-493c-b8ac-d7a013830588,f17a8abb-89a9-44d5-b8ca-47fca1c14fc0
368ccfb2-01aa-49bd-972a-4217f3b3a08d,f5ac04f7-ad48-48ed-a728-cf5b80b3acee
e762f7ca-80a8-443c-8cb3-bc357d64c47d,e7d9a337-d248-4b69-ba6e-4c102586b4fd
2487b18f-242d-4e36-956a-929fc796570b,bc479b84-f455-4bc7-a987-62751d3610a7
ff2aba08-7d0a-4616-9876-b3e505adb101,ac91bf53-1195-4046-ad8a-afa95fd636fe
bb76618e-3992-4c51-b192-df43841814ab,ac91bf53-1195-4046-ad8a-afa95fd636fe
dfb776b0-8cc0-4b97-85b4-5b70aba231cb,a3ac3b89-af0e-4234-b33c-02e8495a7b08
c717025b-c943-4af4-a327-8019ce903497,1e25bd86-8ab9-4f37-a12d-ad7b399a62c5
3821450c-ced2-47ef-96f5-47e4722bb6c7,1e25bd86-8ab9-4f37-a12d-ad7b399a62c5
6e221edb-63a1-4378-95ea-535baef50b21,c46d087d-0cfa-4b6e-8648-bc75e4bfe484
11ee1852-3f81-4381-914d-5e86ed41396a,c46d087d-0cfa-4b6e-8648-bc75e4bfe484
f6f16add-a322-4d22-8739-fb0f91e31b01,6c0f9efd-4c49-4908-9dec-f69113b29acb
8e275a32-4628-4156-a6b6-23ae0b804a10,c4773b9e-07ee-4e53-bf9d-62e808adb258
d26ce2ae-4cc7-4827-9c65-d11c0a42055c,ad698b79-8ced-48a4-b221-8c4915705079
af283daa-f220-4c5a-9381-d12968b6f3e0,ad698b79-8ced-48a4-b221-8c4915705079
e98433e1-c13e-4640-b5dc-75780b841a6d,ace76517-dda1-40ca-bf75-ad0a10be21de
95b37562-6b6a-408a-ae48-c111c431d94b,873a7762-d0b4-4d32-9dfe-0a5c48119aef
8b2c6186-920d-4074-a3dd-26b9217025a8,1c6e85be-a049-4d8d-8859-5dd03fcb8b2d
ea381917-2ff5-4452-a80c-3cc9f933fa96,40a06d40-440e-4c2b-be70-34a941f68f77
d889183d-d320-4868-9a42-03f0bc6a28df,0885691b-416a-4a19-a351-75e08bff51a0
fe482ff3-b8bd-4b64-92af-d9124666049d,86ba460e-b61b-4a0a-ae90-4d4853eb0862
24409696-278f-47d1-a4c6-766c3af6b2da,86ba460e-b61b-4a0a-ae90-4d4853eb0862
8490feb1-ccb4-4f2c-8779-e48887df15be,b448e782-8f5c-4fdd-ac37-df2022e7fde2
c48a6a0f-bcaa-4057-a31b-67426060c030,62453ca3-2480-4a6b-8c2b-a6477b9ce684
e259e0f2-2848-42fb-8f69-d85f348f15d1,dac78c3d-3a36-49e8-a1d7-27789fd9154c
a12ce711-f7e0-405d-8591-683b92cac2f8,61831031-7b38-4b36-a404-28bbe51162af
47e923af-bafe-446d-a9b9-8a24e33fbf7a,820d0a07-e69e-4713-af23-6d1d4c6c0345
b29c6d51-51f6-42d6-bc35-98ac6bdc60c8,a8ca01e9-fa97-41cb-b5ab-5d4fe59e8a0c
bc2c3ffb-d48e-4b98-b04c-20323ce07bf1,4a2c1d22-5e43-418c-a3e4-e9e6acdc2052
e270209c-4ca8-4b7b-ab11-6557e6a63a88,a53bf302-f45f-4a9a-a04f-3f1f370a9cbc
2d3359f1-b4f0-4118-8009-cec3b83439fd,c911b037-5b8d-4cec-a9d5-1fd2cb5b6a52
8071a512-7791-44a2-a841-1939c95bdd82,05619f58-8dd2-4bbe-9d9d-2d02e3099c40
ffaab09c-cc69-4328-9ff2-fe91d4999863,cc0213e0-98b9-4bdf-a06a-4a95056f15b8
3d4fefb9-2365-4ecd-b547-1c5606e4b180,6da97996-aead-4a25-bf3c-6ddb0f13d710
8c7da79f-a211-44df-b0e1-2fb21dfbc7c3,47a4a5cd-70b1-46ea-b041-2894cf8a0c5a
c013bd79-8712-4dfe-aedf-5d65553a36dc,e54d3fef-0bd7-4e22-a529-4f9ca76fc9d6
772064ee-904f-4b21-a6fa-1aa44e617489,238e37a8-1d8e-4b1b-ad88-89bc8e707ff3
dce6dcfb-09e8-4c16-8bfb-d52d4dc2dc23,3b0cb475-d2e1-4ac2-9bbb-5e1ea4cbd73a
6e859137-3a52-4b2e-8fc6-18f585f0ef91,991cb9ad-3d83-4fa5-be9d-fa7e5438caae
602c786c-aea4-4c1e-a422-9e5a22f23c08,bd27a6ce-9130-441f-8c8d-b11a270daf89
1bcbc9b9-55b7-460c-ac0c-33ca6a06ffbb,a19d37ce-1ef0-4035-9d66-bd295296ba00
a77a3831-c4da-4578-b3c2-91a700eb8640,60e3c430-0294-4ce4-b725-5652305c95fe
ad26fd47-645e-4a6c-a07a-dec7a8003485,3ff857e7-566f-4be4-b9e1-ee045cd0f0d3
9026ee6c-0876-4267-a28f-57e6cd59e931,179fabc0-e481-4481-ad74-44c20ddbbde0
b80b7495-9c32-4d13-bd68-79998917d3cc,8e339d78-7923-4318-ae3b-99c313cc0403
b39e3c1f-a8ac-4730-a2f1-96c19af54504,8e339d78-7923-4318-ae3b-99c313cc0403
33798f49-164a-4a75-9364-4de8318d977e,6058d12e-6b49-4199-a886-75d2fb63e30a
d4e6f4e8-9009-4b8b-81ec-e52cd064b5b9,f6991dc9-84a3-4843-b2b9-5ac758e49c79
ecb81f3f-6b55-4af2-be95-6777d3994df8,66afe984-3bc3-4334-93bb-d409f63d45c7
c6a0b344-939b-4668-8c43-2f4b535920ee,d6e6dc86-66e9-4d1d-a378-d3082c23cf9f
21345692-9aad-44f9-ba8a-82ac6136d170,ae70afa1-24e5-4da6-8e43-e97e180160e8
c12e83e3-4614-4b1b-8d8c-a1ec287ab8ca,8c4c10c0-acfa-4f2b-afb7-25090936c894
9b7cb353-42b3-4fc7-858e-c7fb99cbf21d,8c4c10c0-acfa-4f2b-afb7-25090936c894
21c3ed3c-3f48-478f-981d-15e8ee56b807,4ad7f086-70d5-482a-9785-6580a57ae62e
d9326526-a2f0-4e11-8d9e-0e227d842727,4ad7f086-70d5-482a-9785-6580a57ae62e
c0e33f99-6144-4169-acb9-5672cd0c5a25,e4453983-f5f5-4cac-ba21-5181cc8aac91
802d45f4-f5a9-4199-81d9-36362e7a919d,e4453983-f5f5-4cac-ba21-5181cc8aac91
881395d9-f20c-487c-b4cd-f8c1164e913f,f04227e7-f005-4f7b-8698-73013c8af01d
fc7a4815-9b76-46a5-9d4a-befbb51ad2c9,f04227e7-f005-4f7b-8698-73013c8af01d
e98b0e75-7ebc-423e-a6b9-87a0b63109f4,e736f9d4-d07e-4166-b0ab-0298a7dd2643
2287098e-1e21-4387-b59d-9439c7ba7f88,e736f9d4-d07e-4166-b0ab-0298a7dd2643
4cbb9eaf-0910-4e20-a693-2084ca1c54a4,2bccb2e9-e303-4087-86f3-0bf900f00170
4166cd6b-23e5-40a2-be94-e91dbb71ff80,2bccb2e9-e303-4087-86f3-0bf900f00170
34d87ecc-a567-4d27-a182-39b13842cbac,4e1add35-1df1-4f92-b59a-6515c9d975eb
c0bf387d-69e1-4c4c-b8bd-516fb9630304,35d2c46e-4ad1-4d3f-a331-83b79cce5da3
11c9e368-3dd9-43df-b4e7-8cc4284529ad,35d2c46e-4ad1-4d3f-a331-83b79cce5da3
f976f7af-9e27-4ad9-97f6-4e1a6cde2990,04ee936f-439b-4dda-a697-f0717455468e
dc49ed00-2575-4af8-9811-692158de9724,04ee936f-439b-4dda-a697-f0717455468e
82266c97-2569-450f-aa8e-ee92e896b54a,a7c11d68-c165-46bc-b266-ac497c18780b
fc15253d-e41f-4dc4-aa1c-3dac2d744bdb,a7c11d68-c165-46bc-b266-ac497c18780b
f3686976-1cc6-4ebf-92c4-74cd35328fe6,d326fe9c-be21-41fe-b758-a5532a85ba27
a2027a40-9ad4-411d-ac05-9a1855c4d21d,d326fe9c-be21-41fe-b758-a5532a85ba27
3ada10d5-3010-4f50-955f-9306f17d7629,7e6edfaa-2b3f-4cb1-a5c7-458de16c46bb
804867c6-972b-4d7a-b0fd-d4cc31527407,7e6edfaa-2b3f-4cb1-a5c7-458de16c46bb
62057ec0-0e72-467c-903a-5ce1dbf5aca2,05a46af3-a71a-4e97-99bc-8bf77d27e274
6458cdfb-1425-4932-8d65-85b87b573e08,86338372-a974-4224-877b-4617c763f868
4e273fc5-fc34-41b2-8fe9-d980ef83da99,6c09b502-5c89-4fdd-ba09-e4b5f555da88
69159e2b-152b-4659-b526-36b15a0bc537,2a08cc7e-2018-41ee-abe2-f5614f3022da
9163193d-8b8b-4560-a419-3036f8ecb107,af23a514-2282-44f9-bc9b-4eef956ce1e5
dc1c109c-6967-4e6e-8977-bf3a3e9dd5f6,84818b4c-f149-4b33-a6c8-e0321f960a50
328b3b36-b2a7-4dc4-9710-865b8079ce9e,23534f47-8a00-4b44-af19-04e6675125bf
62d90f7e-2cec-4611-86d4-937600750217,3ded8c23-d22a-4a32-8333-92950000e81c
c7ea9c33-c9eb-4240-83b0-a5544402ba28,50e6c183-c118-48ee-b1ec-c3c57f614911
c86ccc31-8da4-4c23-8e23-9d2bfcee2a77,bb446b87-8180-4644-bb9d-9b5fdd93bc20
97ab1d85-1979-4057-b598-b69bb42f1fe5,bb446b87-8180-4644-bb9d-9b5fdd93bc20
d6ece8dd-cb13-430a-b407-1df55d797331,af284aca-c832-4472-9723-567693839a66
d6ede8d4-7496-421e-9f8d-c2bc849a999b,0cbdd820-b0f6-461e-b2f5-39d14c735c12
982d917c-6fee-4025-a781-900d149bafd4,f9cb044a-7442-4d78-92cb-ec556906480a
7ca65088-654f-4a5b-8484-bcb638582cc0,b7391b9b-3810-4235-8687-274ebb26ce9c
3fc9a250-cfce-4a4b-ae75-100b9fbbc018,1f174b04-368c-4179-84be-c930a726aac0
50d5573c-85ff-4df0-9b3b-2c850691615f,9dd7f4c4-cfe0-4aa0-9fb6-216257ad1b28
5804679f-ddea-4420-8a34-c33fde9581c1,dd3c6132-0b03-46d4-9987-0244fba3c439
3213291c-07ff-4391-bf77-bf0bc93de6c6,447eea6d-ea4f-4bd8-acb1-51d4ef384da9
7fc40bd9-ebde-42f4-84e7-bc9c1f8976b3,6a3fca4d-adde-4e9b-b0a4-a98c36be78f5
e363d64b-7bf3-4b8a-bbf3-93f2c71cdd3c,b705b2c2-852a-43be-bf61-5a71a6169b0f
f31334f0-a0e4-47dd-a511-f2372197f5c3,2a3f4594-a03a-4857-bc0e-752631d2e460
87a5a0f3-5272-43f0-b054-81b1113ca6f7,6164ee6f-e1a6-4d0a-b892-2f7a716122f4
88c1d0bc-ae56-40a7-9645-d8ec8404c870,979ebcf9-4133-4e2c-9401-0b663f5fdddd
2a046dab-df48-4e37-bbee-22e5e426f087,0e05ea53-2e9e-4b36-ad8c-8b025db6656a
32935d55-f7fd-4113-86ce-6c04ac10103a,0e523881-90ba-4697-afcc-453363fb0e4e
0d69cbcf-a69c-4768-a3ed-61d393fc1ae8,482ef521-3a79-4f05-8530-e498cd7a5317
05fd63c8-91ff-4f2c-ad91-20d1684936c3,dbcf5dd2-29be-499c-aff6-a7bc3617d8e4
